id,Quartiere,room_type,Prezzo,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,number_of_reviews_ltm,license,Zona di prossimità,Area statistica,Coordinate
53110185,Porto - Saragozza,Entire home/apt,155.0,1,174,2024-03-22,6.63,63,90,,MALPIGHI,MARCONI-1,"44.495598, 11.338503"
53124874,Santo Stefano,Private room,100.0,1,16,2023-06-03,0.55,238,2,,IRNERIO,IRNERIO-2,"44.49687, 11.34993"
53145878,Santo Stefano,Private room,107.0,1,11,2022-07-19,0.38,223,0,,IRNERIO,IRNERIO-2,"44.49834, 11.34971"
53150113,Borgo Panigale - Reno,Private room,70.0,1,44,2023-11-07,1.52,294,18,,CASTELDEBOLE - PONTELUNGO,TRIUMVIRATO-PIETRA,"44.51006, 11.28907"
53150332,Borgo Panigale - Reno,Private room,70.0,1,53,2024-01-14,1.83,279,23,,CASTELDEBOLE - PONTELUNGO,TRIUMVIRATO-PIETRA,"44.50896, 11.28868"
53150409,Borgo Panigale - Reno,Private room,115.0,1,32,2023-09-14,1.11,293,10,,CASTELDEBOLE - PONTELUNGO,TRIUMVIRATO-PIETRA,"44.51027, 11.28829"
53202191,San Donato - San Vitale,Entire home/apt,116.0,2,47,2023-10-15,1.66,352,14,,SAN DONATO VECCHIO,VIA DEL LAVORO,"44.5042751376044, 11.355885338770875"
53267190,Porto - Saragozza,Entire home/apt,58.0,1,18,2024-02-25,0.64,215,10,037006-CV-00198,SAFFI,VIA VITTORIO VENETO,"44.500359, 11.317707"
53268541,Navile,Entire home/apt,49.0,1,16,2024-03-17,0.61,35,3,037006-CV-00198,BERTALIA - NOCE,LAZZARETTO,"44.51408, 11.3191"
53278730,Borgo Panigale - Reno,Entire home/apt,97.0,3,12,2023-10-11,0.49,167,2,037011-AT-00040,BARCA,VILLAGGIO DELLA BARCA,"44.48856, 11.28735"
53283788,Santo Stefano,Entire home/apt,265.0,1,128,2024-03-18,4.73,207,57,,IRNERIO,IRNERIO-1,"44.49438, 11.34792"
53332734,Porto - Saragozza,Entire home/apt,120.0,3,153,2024-03-22,5.41,220,58,037006-AT-02145.,MARCONI,MARCONI-2,"44.49929, 11.34157"
53370982,Santo Stefano,Entire home/apt,131.0,2,10,2023-09-27,0.49,12,7,,MURRI,SIEPELUNGA,"44.47847, 11.36182"
53423690,Navile,Entire home/apt,143.0,1,9,2023-06-03,0.39,269,4,,BOLOGNINA,PIAZZA DELL'UNITA',"44.50937, 11.35032"
53472397,San Donato - San Vitale,Entire home/apt,99.0,3,40,2024-02-18,1.42,119,12,509729/2021,CIRENAICA - MASSARENTI - SCANDELLARA,MENGOLI,"44.48619, 11.3688"
53509052,Santo Stefano,Entire home/apt,62.0,1,23,2024-03-04,0.91,217,15,037006-CV-00198,GALVANI,GALVANI-2,"44.49093, 11.35273"
53527318,Porto - Saragozza,Entire home/apt,91.0,1,122,2024-03-03,4.35,276,49,037006-AT-02130,MARCONI,MARCONI-2,"44.50303, 11.34081"
53527336,Santo Stefano,Entire home/apt,141.0,1,37,2023-10-11,1.56,239,5,037006-AT-02139,IRNERIO,IRNERIO-2,"44.494915, 11.354334"
53600579,Porto - Saragozza,Entire home/apt,152.0,1,6,2023-01-05,0.22,144,0,,MARCONI,MARCONI-2,"44.50081, 11.33338"
53649558,Porto - Saragozza,Private room,55.0,1,159,2024-03-24,6.53,109,85,,MARCONI,MARCONI-2,"44.50075, 11.34284"
53649567,Porto - Saragozza,Private room,165.0,1,236,2024-03-20,8.54,276,109,,MARCONI,MARCONI-2,"44.50146, 11.34392"
53709710,Borgo Panigale - Reno,Entire home/apt,70.0,3,27,2024-03-24,1.59,183,14,,SANTA VIOLA,EMILIA PONENTE,"44.5066, 11.30307"
53788464,Porto - Saragozza,Entire home/apt,92.0,3,28,2023-10-27,1.11,148,9,037006-AT-03522,SAFFI,PRATI DI CAPRARA-OSPEDALE MAGGIORE,"44.5019, 11.31974"
53904618,Porto - Saragozza,Private room,221.0,1,5,2023-05-21,0.21,365,1,2473752,SARAGOZZA - SAN LUCA,XXI APRILE,"44.49573, 11.32355"
53948860,Santo Stefano,Entire home/apt,88.0,1,35,2024-02-26,1.61,288,19,037006-CV-00198,GALVANI,GALVANI-1,"44.49276, 11.34847"
54010300,Santo Stefano,Entire home/apt,78.0,1,76,2024-03-24,3.66,131,49,,IRNERIO,IRNERIO-2,"44.49846, 11.35093"
54012370,Porto - Saragozza,Entire home/apt,205.0,3,9,2023-06-05,0.35,314,1,,MALPIGHI,MALPIGHI-2,"44.487251, 11.339553"
54075737,Porto - Saragozza,Private room,60.0,1,3,2024-03-22,0.11,325,2,,SARAGOZZA - SAN LUCA,XXI APRILE,"44.49067, 11.31174"
54261786,Santo Stefano,Entire home/apt,81.0,3,12,2023-08-27,0.52,261,3,,GALVANI,GALVANI-2,"44.48925, 11.35512"
551216308426028478,Porto - Saragozza,Entire home/apt,147.0,2,192,2024-03-17,8.74,0,103,037006-AT-02236,MARCONI,MARCONI-2,"44.50198, 11.33762"
551895527457997797,San Donato - San Vitale,Entire home/apt,107.0,3,68,2024-02-21,2.65,183,28,037006-AT-02101,CIRENAICA - MASSARENTI - SCANDELLARA,MENGOLI,"44.49204, 11.36932"
556954776860388987,Porto - Saragozza,Entire home/apt,182.0,1,74,2024-02-05,2.89,87,32,,MALPIGHI,MALPIGHI-1,"44.49402, 11.34245"
556991939953252673,Santo Stefano,Private room,81.0,2,101,2024-03-18,3.96,68,50,,IRNERIO,IRNERIO-2,"44.50003, 11.34537"
557024025607969221,Santo Stefano,Entire home/apt,117.0,2,6,2023-05-22,0.29,343,2,,IRNERIO,IRNERIO-1,"44.49758, 11.34653"
559261003272550775,Santo Stefano,Entire home/apt,155.0,1,46,2023-12-09,2.08,178,12,,IRNERIO,IRNERIO-1,"44.49624, 11.34532"
559491969837450148,Santo Stefano,Private room,70.0,2,121,2024-03-10,4.79,314,59,,GALVANI,GALVANI-1,"44.4938, 11.34734"
560568798810957230,San Donato - San Vitale,Entire home/apt,64.0,1,120,2024-03-17,4.76,326,46,Codice CIR: 037006-AT-02156,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.49456, 11.36353"
561408829903091218,Porto - Saragozza,Private room,86.0,1,18,2023-05-15,0.76,3,6,,MARCONI,MARCONI-2,"44.505501, 11.339854"
562192236549082663,San Donato - San Vitale,Entire home/apt,152.0,1,8,2022-09-25,0.33,124,0,,SAN DONATO VECCHIO,VIA MONDO,"44.5017, 11.37306"
563399327883288140,Santo Stefano,Entire home/apt,164.0,1,52,2024-02-26,2.11,122,16,,IRNERIO,IRNERIO-1,"44.49461, 11.34635"
566590498224471104,Porto - Saragozza,Entire home/apt,101.0,3,73,2024-02-18,3.1,150,30,037006-AT-02233,MARCONI,MARCONI-2,"44.49997, 11.34095"
567243936827677046,San Donato - San Vitale,Entire home/apt,82.0,1,64,2024-03-10,2.56,52,33,Cod. Regione - 037006-CV-00549	Cod. Struttura - Y05314,SAN DONATO VECCHIO,VIA DEL LAVORO,"44.504799, 11.36485"
567248757039073841,San Donato - San Vitale,Entire home/apt,74.0,1,85,2024-01-17,3.36,229,45,,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.49377, 11.37217"
567807630698265816,Porto - Saragozza,Entire home/apt,116.0,3,48,2024-03-17,1.95,126,18,037006-AT-02740,MARCONI,MARCONI-2,"44.49764, 11.33235"
567846626399035326,Porto - Saragozza,Entire home/apt,82.0,2,58,2024-03-12,5.3,48,58,836618/2022,MALPIGHI,MALPIGHI-1,"44.49172592163086, 11.338774681091309"
570741844217805604,Borgo Panigale - Reno,Entire home/apt,,3,13,2023-10-18,0.55,166,3,037006-AT-02238,SANTA VIOLA,AGUCCHI,"44.51144027709961, 11.29656219482422"
571447239645401745,Navile,Private room,40.0,90,3,2023-09-01,0.14,297,1,,BOLOGNINA,VIA FERRARESE,"44.51441, 11.35458"
577247502109905629,Santo Stefano,Entire home/apt,146.0,3,47,2024-02-11,2.01,155,14,037006-AT-02201,IRNERIO,IRNERIO-2,"44.49296, 11.35246"
577992852884323348,Santo Stefano,Private room,192.0,2,8,2023-11-10,0.43,125,5,037006-BB-00968,IRNERIO,IRNERIO-1,"44.49387, 11.35038"
578871859225865549,Porto - Saragozza,Entire home/apt,140.0,3,87,2023-12-02,3.56,186,35,037006-AT-02213,MARCONI,MARCONI-2,"44.501907, 11.338579"
580113295340025347,Santo Stefano,Entire home/apt,92.0,1,105,2024-03-20,4.38,324,55,037006-AT-02423,IRNERIO,IRNERIO-1,"44.49528121948242, 11.346919059753418"
580151666913935193,San Donato - San Vitale,Entire home/apt,64.0,1,11,2023-09-04,0.52,329,5,037006-CV-00137,CIRENAICA - MASSARENTI - SCANDELLARA,SCANDELLARA,"44.49441, 11.37545"
580151708171684820,San Donato - San Vitale,Entire home/apt,64.0,1,8,2023-11-28,0.35,332,2,037006-CV-00137,CIRENAICA - MASSARENTI - SCANDELLARA,MENGOLI,"44.49246, 11.37478"
583124711515998403,Santo Stefano,Entire home/apt,112.0,1,63,2024-03-20,2.61,249,39,037006-CV-00672,IRNERIO,IRNERIO-1,"44.49641, 11.34778"
583352867623272432,San Donato - San Vitale,Private room,60.0,1,28,2023-10-31,1.2,172,13,,CIRENAICA - MASSARENTI - SCANDELLARA,GUELFA,"44.49376, 11.39035"
586875517298257368,Santo Stefano,Entire home/apt,132.0,1,42,2024-03-13,2.05,76,32,,IRNERIO,IRNERIO-1,"44.49643, 11.34609"
587357495948313553,Porto - Saragozza,Entire home/apt,360.0,2,55,2024-03-24,2.35,127,30,037006-AT-02259,SARAGOZZA - SAN LUCA,SAN GIUSEPPE,"44.489006, 11.323791"
588856361839064907,Santo Stefano,Private room,37.0,1,16,2024-03-19,0.66,295,5,,MURRI,CHIESANUOVA,"44.47501, 11.37538"
589512850110490791,Navile,Entire home/apt,400.0,1,9,2023-10-29,0.42,134,6,037006-CV-00235,BOLOGNINA,PIAZZA DELL'UNITA',"44.51028060913086, 11.35339641571045"
590520698130846134,Navile,Entire home/apt,153.0,3,49,2023-10-28,2.1,17,22,,BOLOGNINA,VIA FERRARESE,"44.51303, 11.35373"
593144616433463559,Porto - Saragozza,Entire home/apt,296.0,1,0,,,26,0,,MALPIGHI,MALPIGHI-1,"44.49227523803711, 11.341282844543455"
596115272964024223,Santo Stefano,Private room,97.0,1,68,2023-08-09,2.85,291,4,,IRNERIO,IRNERIO-2,"44.49241, 11.35293"
596330827500406809,Santo Stefano,Entire home/apt,147.0,1,131,2024-03-24,5.5,122,67,PGN 111579 - CIR 037006,IRNERIO,IRNERIO-1,"44.49803, 11.34595"
597660413437604378,Porto - Saragozza,Entire home/apt,109.0,3,126,2024-03-21,5.4,74,67,037006-AT-02239,MALPIGHI,MALPIGHI-2,"44.4941445, 11.3342988"
598262965968111564,Navile,Entire home/apt,65.0,3,60,2024-03-17,2.61,149,38,037006-CV-00444,BOLOGNINA,ARCOVEGGIO,"44.5140393, 11.3467497"
601230822550651668,Santo Stefano,Entire home/apt,97.0,1,41,2023-11-05,1.76,121,25,037006-AT-02618,IRNERIO,IRNERIO-2,"44.493717, 11.355731"
601846643260918013,Santo Stefano,Private room,45.0,1,57,2024-01-02,2.51,116,31,037006-AF-00482,IRNERIO,IRNERIO-1,"44.494678, 11.351896"
603311621679167860,Santo Stefano,Private room,100.0,2,97,2024-03-23,4.11,286,50,,IRNERIO,IRNERIO-2,"44.49916076660156, 11.345382690429688"
603374804733650180,San Donato - San Vitale,Shared room,50.0,3,4,2023-09-22,0.18,327,1,,SAN DONATO VECCHIO,VIA MONDO,"44.50035, 11.37092"
604051700450544660,Porto - Saragozza,Entire home/apt,249.0,3,31,2024-01-02,1.32,116,10,037006-AT-02255,MARCONI,MARCONI-2,"44.50095, 11.34379"
605828704730070934,Santo Stefano,Entire home/apt,74.0,5,97,2024-03-20,4.13,298,52,037006-AT-02232,IRNERIO,IRNERIO-1,"44.49532, 11.34787"
606475130964674346,San Donato - San Vitale,Private room,40.0,2,57,2024-02-16,2.44,148,22,037006-BB-01022,CIRENAICA - MASSARENTI - SCANDELLARA,MENGOLI,"44.49228, 11.3745"
607249942161346852,Porto - Saragozza,Entire home/apt,106.0,1,31,2024-02-18,1.32,7,6,,MALPIGHI,MALPIGHI-2,"44.495951, 11.329256"
607838970911620966,Santo Stefano,Private room,82.0,3,0,,,83,0,,IRNERIO,IRNERIO-2,"44.4984, 11.35643"
607986249130493553,Santo Stefano,Private room,86.0,3,0,,,78,0,,IRNERIO,IRNERIO-2,"44.49825, 11.35633"
608008082200562236,San Donato - San Vitale,Private room,86.0,3,0,,,92,0,,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.49934, 11.35744"
609904909146655633,Santo Stefano,Entire home/apt,269.0,3,39,2024-02-25,1.68,152,24,037006-AT-02326,IRNERIO,IRNERIO-1,"44.49477, 11.34458"
613475525506257521,Navile,Entire home/apt,350.0,1,0,,,34,0,,BOLOGNINA,PIAZZA DELL'UNITA',"44.51001, 11.35358"
613639086961846032,Navile,Entire home/apt,145.0,3,29,2024-03-08,1.26,146,13,037006-AT-02275,BOLOGNINA,VIA FERRARESE,"44.51401, 11.35232"
616371280050824090,San Donato - San Vitale,Entire home/apt,94.0,1,0,,,239,0,,SAN DONATO VECCHIO,VIA DEL LAVORO,"44.50862952573403, 11.358213898555976"
617231682510035124,Santo Stefano,Entire home/apt,174.0,1,3,2023-10-14,0.13,259,1,,IRNERIO,IRNERIO-2,"44.5028, 11.34939"
619360425115684986,Navile,Entire home/apt,250.0,1,25,2024-01-01,1.14,151,10,037006-AT-03259,BOLOGNINA,VIA FERRARESE,"44.51965, 11.3513"
620054731129871500,Santo Stefano,Entire home/apt,144.0,2,67,2024-02-19,3.15,130,38,037006-AT-02170,IRNERIO,IRNERIO-2,"44.49487, 11.35325"
620836073611159267,Borgo Panigale - Reno,Entire home/apt,,5,0,,,236,0,460881,SANTA VIOLA,EMILIA PONENTE,"44.504196, 11.295306"
622057761755632288,Navile,Entire home/apt,94.0,1,80,2024-01-01,3.52,138,45,037006-AT-02182,BERTALIA - NOCE,TIRO A SEGNO,"44.52843, 11.32094"
623867264169391773,Santo Stefano,Entire home/apt,129.0,2,8,2024-01-25,0.63,66,6,,IRNERIO,IRNERIO-1,"44.49894, 11.34439"
625375982697169492,Porto - Saragozza,Private room,50.0,2,27,2023-10-08,1.2,51,7,,MALPIGHI,MARCONI-1,"44.496819, 11.340239"
627258763806707660,Porto - Saragozza,Private room,,2,5,2023-09-18,0.23,1,2,,SAFFI,VIA VITTORIO VENETO,"44.5011, 11.32179"
629828046640278297,Santo Stefano,Entire home/apt,126.0,1,175,2024-03-24,7.97,342,95,037006-CV-00597,GALVANI,GALVANI-2,"44.48726, 11.34893"
630922960174738615,Porto - Saragozza,Entire home/apt,130.0,3,11,2024-01-16,0.5,173,4,037006-AT-02327,SAFFI,VELODROMO,"44.49955, 11.31153"
632453642255094987,Santo Stefano,Entire home/apt,125.0,1,145,2024-02-29,6.6,350,81,,GALVANI,GALVANI-2,"44.48616, 11.35071"
634390751304884634,Porto - Saragozza,Entire home/apt,90.0,2,30,2024-01-24,1.38,102,18,037006-AT-02185,SARAGOZZA - SAN LUCA,XXI APRILE,"44.49106, 11.31878"
635175111779136531,Santo Stefano,Private room,58.0,1,2,2023-09-25,0.1,363,1,,OSSERVANZA - PADERNO,PADERNO,"44.47985, 11.32533"
635176607734128155,Santo Stefano,Private room,58.0,1,15,2023-07-02,0.71,362,1,,OSSERVANZA - PADERNO,PADERNO,"44.47859, 11.32395"
635203078197293856,Borgo Panigale - Reno,Entire home/apt,62.0,1,10,2023-12-01,1.32,0,10,037006-CV-00198,SANTA VIOLA,EMILIA PONENTE,"44.5036653, 11.297726"
637660573174521948,Porto - Saragozza,Entire home/apt,104.0,2,5,2024-03-19,0.31,40,4,,SAFFI,VIA VITTORIO VENETO,"44.500984, 11.316299"
638259435065514966,Porto - Saragozza,Entire home/apt,65.0,1,0,,,267,0,,MALPIGHI,MALPIGHI-2,"44.49548, 11.328949"
638303492116808330,Santo Stefano,Private room,80.0,1,38,2023-12-10,1.73,340,20,,GALVANI,GALVANI-2,"44.48715, 11.35072"
638763167096458482,Santo Stefano,Entire home/apt,112.0,3,74,2024-01-02,3.41,194,42,037006-AT-02287,IRNERIO,IRNERIO-1,"44.49876, 11.34421"
639823350660992457,Porto - Saragozza,Private room,60.0,70,7,2022-08-21,0.33,235,0,,MARCONI,MARCONI-2,"44.50167, 11.33414"
644130339895473048,San Donato - San Vitale,Entire home/apt,157.0,1,19,2023-11-25,1.06,73,6,,SAN DONATO VECCHIO,VIA DEL LAVORO,"44.5074113, 11.3613762"
645313047893078379,Borgo Panigale - Reno,Entire home/apt,65.0,1,257,2024-03-22,11.81,162,145,,BIRRA - BARGELLINO - LAVINO,LUNGO RENO,"44.51837, 11.29848"
653625872026751892,Santo Stefano,Entire home/apt,102.0,3,11,2024-03-15,0.53,97,4,,IRNERIO,IRNERIO-1,"44.49635, 11.34762"
654352190139589075,Santo Stefano,Entire home/apt,120.0,3,0,,,85,0,,OSSERVANZA - PADERNO,OSSERVANZA,"44.47947, 11.33707"
655500498301439226,Navile,Entire home/apt,,5,11,2024-02-11,0.56,1,6,,BOLOGNINA,ARCOVEGGIO,"44.51362, 11.34444"
656191870045181134,Santo Stefano,Entire home/apt,116.0,2,19,2023-09-25,1.03,110,14,037006-CV-00455,MURRI,CHIESANUOVA,"44.47843, 11.36567"
656207336950829055,Porto - Saragozza,Entire home/apt,250.0,6,0,,,365,0,,MALPIGHI,MARCONI-1,"44.49581, 11.33774"
660620389722041661,Santo Stefano,Entire home/apt,279.0,1,13,2023-10-17,0.62,59,5,037006-CV-00641,IRNERIO,IRNERIO-2,"44.49484, 11.35232"
660644279310686019,Borgo Panigale - Reno,Entire home/apt,67.0,3,3,2023-10-29,0.15,194,1,,SANTA VIOLA,EMILIA PONENTE,"44.50911547078217, 11.295222813868202"
662951904306965134,Porto - Saragozza,Entire home/apt,257.0,1,24,2024-02-25,1.28,203,4,,MALPIGHI,MARCONI-1,"44.496689566692986, 11.337468938623063"
664895807511591110,Porto - Saragozza,Private room,61.0,2,19,2024-03-18,0.93,213,10,,SAFFI,ZANARDI,"44.50528, 11.33292"
665070353533590588,Porto - Saragozza,Entire home/apt,201.0,1,43,2024-02-08,2.39,172,24,037006-CV-00172,MALPIGHI,MARCONI-1,"44.49662, 11.33798"
666045062526889800,Porto - Saragozza,Entire home/apt,117.0,1,37,2024-03-20,2.04,285,34,,MARCONI,MARCONI-2,"44.49745420000001, 11.337492"
666491705456816706,Savena,Entire home/apt,124.0,1,13,2024-02-25,0.74,237,9,,VIA TOSCANA - S. RUFFILLO - MONTE DONATO,VIA TOSCANA,"44.47051, 11.3671"
666493403807912173,Porto - Saragozza,Entire home/apt,175.0,1,3,2023-07-04,0.16,221,1,037006-CV-00172,MALPIGHI,MARCONI-1,"44.49536, 11.3402"
667192568094011092,Porto - Saragozza,Entire home/apt,61.0,3,143,2024-03-12,6.9,216,85,037006-AT-02369,MALPIGHI,MALPIGHI-2,"44.4892743, 11.3370913"
668559554398593381,Porto - Saragozza,Entire home/apt,94.0,1,23,2023-09-24,1.25,263,8,,MALPIGHI,MALPIGHI-2,"44.49567, 11.33286"
668743185558916519,Santo Stefano,Entire home/apt,93.0,2,82,2024-03-10,3.98,318,50,,IRNERIO,IRNERIO-2,"44.49506, 11.35652"
668906145929688398,Borgo Panigale - Reno,Entire home/apt,143.0,1,9,2023-08-27,0.54,245,7,CIR 037006-CV-00490,BARCA,CANALE DI RENO,"44.4928189, 11.2980638"
670057575557356882,Porto - Saragozza,Entire home/apt,116.0,3,10,2024-03-17,0.49,98,6,,MARCONI,MARCONI-2,"44.49933, 11.34278"
671486644854603648,Santo Stefano,Entire home/apt,150.0,3,51,2024-02-25,2.49,194,28,037006-AT-02416,GALVANI,GALVANI-2,"44.4865634, 11.3414698"
672206566610045397,Porto - Saragozza,Private room,30.0,3,13,2023-06-18,0.66,137,1,,SARAGOZZA - SAN LUCA,XXI APRILE,"44.4902, 11.32052"
675077686781932890,Savena,Entire home/apt,65.0,1,13,2024-01-04,0.71,197,9,,VIA TOSCANA - S. RUFFILLO - MONTE DONATO,VIA TOSCANA,"44.46745, 11.37346"
675135064146580219,Santo Stefano,Entire home/apt,100.0,1,21,2024-02-25,1.06,292,19,037006-CV-00459,GALVANI,GALVANI-1,"44.4917885, 11.341934"
676091661302083641,Borgo Panigale - Reno,Private room,46.0,1,46,2024-03-03,2.26,102,19,,BORGO PANIGALE,BORGO CENTRO,"44.5145918, 11.2835938"
679750755437946701,Porto - Saragozza,Entire home/apt,120.0,3,3,2022-10-01,0.16,236,0,,MALPIGHI,MALPIGHI-2,"44.49618, 11.3315"
682550388727123760,San Donato - San Vitale,Private room,59.0,1,33,2023-12-03,1.8,352,18,SCIA Pratica n. SFFCHR64L51E734X-202401222005-3067033  protocollo 40126,CROCE DEL BIACCO - ROVERI,ROVERI,"44.49945, 11.41029"
683840023848756912,San Donato - San Vitale,Entire home/apt,94.0,2,28,2023-12-28,1.41,4,24,,SAN DONATO VECCHIO,VIA DEL LAVORO,"44.506466, 11.3564376"
684659378808370574,Santo Stefano,Entire home/apt,187.0,1,4,2024-02-03,0.23,287,2,,IRNERIO,IRNERIO-2,"44.50470656561314, 11.347638219049085"
685987081743516462,Porto - Saragozza,Entire home/apt,155.0,1,20,2024-02-24,1.09,124,17,,MALPIGHI,MALPIGHI-1,"44.4939747, 11.3374986"
687591518825104583,Santo Stefano,Entire home/apt,105.0,1,69,2024-03-10,3.64,199,52,,GALVANI,GALVANI-2,"44.48863069999999, 11.3402568"
689548467569194580,Navile,Entire home/apt,145.0,1,10,2024-02-02,0.51,128,3,,BOLOGNINA,ARCOVEGGIO,"44.51398, 11.3393"
691078533844690579,Savena,Private room,35.0,1,26,2023-10-29,1.34,336,16,,VIA TOSCANA - S. RUFFILLO - MONTE DONATO,VIA TOSCANA,"44.4707573, 11.3715054"
691256143629907864,Porto - Saragozza,Entire home/apt,102.0,2,40,2024-03-13,2.09,100,26,,MALPIGHI,MARCONI-1,"44.49582, 11.33784"
691722277202135175,Santo Stefano,Entire home/apt,127.0,2,20,2024-01-01,1.06,195,9,037006-AT-02353,IRNERIO,IRNERIO-2,"44.4986089, 11.3482023"
692035706888812389,Santo Stefano,Entire home/apt,134.0,1,1,2022-09-09,0.05,58,0,,GALVANI,GALVANI-1,"44.49463, 11.34391"
693968402278606318,Navile,Entire home/apt,80.0,1,73,2024-03-03,3.87,69,52,Cod. Regione 037006-CV-00706  Cod. Struttura Y05489,BOLOGNINA,VIA FERRARESE,"44.5200404, 11.3500374"
694286197453492415,Santo Stefano,Private room,199.0,1,52,2023-11-15,2.85,300,33,,IRNERIO,IRNERIO-1,"44.4965195, 11.34835"
695633575919960353,Porto - Saragozza,Entire home/apt,84.0,2,56,2023-11-23,2.97,30,34,,SAFFI,VIA VITTORIO VENETO,"44.49832, 11.32238"
696840281015742182,Savena,Entire home/apt,120.0,2,1,2024-03-24,1.0,216,1,,PONTEVECCHIO - MAZZINI,BITONE,"44.4757717, 11.3856096"
698233944452512718,Santo Stefano,Entire home/apt,102.0,2,7,2023-09-07,0.43,110,3,037006-CV-00028,IRNERIO,IRNERIO-2,"44.49999317852319, 11.350781840475456"
698402632525575400,San Donato - San Vitale,Private room,64.0,2,13,2023-09-23,0.68,330,1,,SAN DONATO VECCHIO,MICHELINO,"44.50375, 11.36825"
698550271159448672,Borgo Panigale - Reno,Entire home/apt,,1,9,2023-12-23,0.49,108,7,,SANTA VIOLA,EMILIA PONENTE,"44.50654183154681, 11.29481803625822"
699042511285085025,Santo Stefano,Entire home/apt,,2,0,,,1,0,037006-CV-00028,IRNERIO,IRNERIO-2,"44.4999817, 11.3508784"
702787003707563391,Porto - Saragozza,Entire home/apt,117.0,1,6,2023-10-06,0.33,113,4,037006-AT-02433,SAFFI,VIA VITTORIO VENETO,"44.5007112, 11.3214574"
704363348271852397,San Donato - San Vitale,Entire home/apt,169.0,1,9,2024-02-17,0.49,238,2,,SAN DONATO VECCHIO,VIA DEL LAVORO,"44.50680149999999, 11.3624858"
705504935298631138,Porto - Saragozza,Entire home/apt,86.0,1,23,2024-02-24,1.28,84,17,037006-CV-00198,MARCONI,MARCONI-2,"44.5047376, 11.3440181"
705653026048253740,Porto - Saragozza,Entire home/apt,151.0,1,18,2024-02-28,0.96,113,17,,MALPIGHI,MALPIGHI-2,"44.49084, 11.33682"
706239471867065518,Santo Stefano,Entire home/apt,66.0,2,57,2024-03-03,3.18,112,46,037006-CV-00198,GALVANI,GALVANI-2,"44.4866108, 11.3518068"
711370061998898872,Navile,Entire home/apt,95.0,2,12,2024-01-14,0.69,17,6,,BOLOGNINA,PIAZZA DELL'UNITA',"44.50892043842393, 11.340914480388165"
711692768734610590,Navile,Private room,59.0,2,19,2024-01-18,1.06,126,6,,BOLOGNINA,VIA FERRARESE,"44.51495428303738, 11.349207535386087"
712179775254564494,Santo Stefano,Entire home/apt,206.0,2,70,2024-03-10,3.83,76,46,,IRNERIO,IRNERIO-2,"44.4949, 11.35384"
714171195078021018,Santo Stefano,Private room,288.0,1,7,2023-12-11,0.39,353,3,,OSSERVANZA - PADERNO,PADERNO,"44.47979, 11.32501"
714365404192730227,Navile,Entire home/apt,119.0,1,8,2024-02-04,0.76,149,8,037006-AT-02590,BERTALIA - NOCE,LAZZARETTO,"44.51558, 11.3178"
714422703464530692,Santo Stefano,Private room,64.0,2,111,2024-03-16,5.97,23,72,,IRNERIO,IRNERIO-2,"44.49931, 11.35007"
714879385157317608,Santo Stefano,Shared room,30.0,6,24,2024-02-01,2.51,327,24,,MURRI,CHIESANUOVA,"44.47295, 11.36956"
714912076937127677,Porto - Saragozza,Entire home/apt,98.0,2,21,2023-11-03,1.15,79,12,037006-CV-00462,SAFFI,VELODROMO,"44.5002587, 11.3117436"
716266901256053748,Porto - Saragozza,Private room,60.0,1,0,,,356,0,,MARCONI,MARCONI-2,"44.49976, 11.33693"
718470898648240867,San Donato - San Vitale,Private room,83.0,1,23,2024-03-18,1.35,123,19,037006-AF-00331,SAN DONATO VECCHIO,VIA DEL LAVORO,"44.5072, 11.3572"
719630121438504813,Santo Stefano,Entire home/apt,151.0,2,16,2024-01-28,0.9,260,4,037006-CV-00496	Y05247,IRNERIO,IRNERIO-2,"44.50177, 11.3494352"
719982624320426215,Porto - Saragozza,Entire home/apt,130.0,3,33,2024-01-01,1.88,280,22,,MARCONI,MARCONI-2,"44.4976571, 11.3339347"
720324053912383296,Porto - Saragozza,Entire home/apt,159.0,2,21,2023-12-30,1.16,54,12,037006-AT-02363,MALPIGHI,MARCONI-1,"44.4972058, 11.340766"
721080527483195112,Porto - Saragozza,Entire home/apt,114.0,2,48,2024-03-23,2.71,122,32,,MALPIGHI,MALPIGHI-2,"44.49022, 11.34019"
722130439713779876,Navile,Private room,40.0,1,14,2023-09-16,0.77,346,10,,BOLOGNINA,ARCOVEGGIO,"44.51623, 11.33732"
723095207510706491,Porto - Saragozza,Entire home/apt,464.0,1,75,2024-03-19,4.13,24,56,,MALPIGHI,MALPIGHI-1,"44.49334, 11.34044"
724453072252337490,Santo Stefano,Private room,54.0,1,90,2024-02-25,4.98,55,66,,IRNERIO,IRNERIO-2,"44.5020817, 11.3519354"
724541966596563165,Porto - Saragozza,Entire home/apt,130.0,4,7,2024-03-12,0.61,282,7,,MALPIGHI,MALPIGHI-1,"44.4921482, 11.3406216"
726806280823009394,Santo Stefano,Entire home/apt,73.0,1,32,2024-02-18,2.26,130,30,,IRNERIO,IRNERIO-2,"44.4951, 11.3519"
