id,Quartiere,room_type,Prezzo,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,number_of_reviews_ltm,license,Zona di prossimità,Area statistica,Coordinate
15981637,Porto - Saragozza,Entire home/apt,297.0,1,82,2024-03-17,0.93,25,17,037006-AF00374,MARCONI,MARCONI-2,"44.49902, 11.33543"
15992098,Navile,Private room,14.0,25,9,2021-12-27,0.12,45,0,,BOLOGNINA,VIA FERRARESE,"44.51709, 11.35546"
16038136,Santo Stefano,Entire home/apt,170.0,2,344,2024-03-12,4.0,163,43,037006-CV-00338,IRNERIO,IRNERIO-1,"44.49819, 11.34542"
16153532,Santo Stefano,Entire home/apt,79.0,3,37,2023-12-20,0.44,83,7,,IRNERIO,IRNERIO-2,"44.49302, 11.35454"
16251536,Santo Stefano,Entire home/apt,113.0,2,87,2024-03-10,0.99,221,20,037006-AF-00268,GALVANI,GALVANI-2,"44.48732, 11.34766"
16264307,Porto - Saragozza,Entire home/apt,105.0,1,208,2024-03-09,2.36,349,27,024450-CV-43549,SARAGOZZA - SAN LUCA,SAN GIUSEPPE,"44.49047, 11.32698"
16684785,Santo Stefano,Private room,105.0,2,314,2024-03-21,3.61,185,67,037006-AF-00569,GALVANI,GALVANI-1,"44.4918, 11.3465"
16733598,Santo Stefano,Entire home/apt,95.0,5,7,2019-03-01,0.08,83,0,037006-AT-03282,GALVANI,GALVANI-2,"44.48781, 11.35309"
16746701,Porto - Saragozza,Entire home/apt,96.0,2,203,2024-03-21,2.36,158,52,037006-BB-00718,MALPIGHI,MALPIGHI-2,"44.49026, 11.33523"
16752123,San Donato - San Vitale,Entire home/apt,593.0,1,38,2023-10-07,0.45,341,7,,CIRENAICA - MASSARENTI - SCANDELLARA,MENGOLI,"44.49092, 11.36781"
16777685,San Donato - San Vitale,Private room,131.0,1,21,2023-07-23,0.32,361,3,,CIRENAICA - MASSARENTI - SCANDELLARA,MENGOLI,"44.49136, 11.36843"
16804760,Santo Stefano,Entire home/apt,150.0,3,151,2024-02-29,1.73,152,26,037006-AT-02533 U07155,IRNERIO,IRNERIO-1,"44.49522463109637, 11.343561597821145"
16818125,Santo Stefano,Entire home/apt,100.0,3,167,2022-11-02,1.92,52,0,,IRNERIO,IRNERIO-2,"44.49897, 11.35098"
16823737,Porto - Saragozza,Entire home/apt,115.0,2,172,2024-03-10,1.97,79,25,,MALPIGHI,MALPIGHI-2,"44.49478, 11.33178"
16855879,Porto - Saragozza,Entire home/apt,74.0,1,315,2024-03-08,3.62,19,73,,MARCONI,MARCONI-2,"44.5037, 11.3404"
16867050,Porto - Saragozza,Entire home/apt,131.0,3,18,2024-01-01,0.21,177,9,,MALPIGHI,MALPIGHI-2,"44.49823, 11.32821"
16870642,Porto - Saragozza,Private room,32.0,5,91,2024-01-28,1.07,27,14,,SAFFI,VIA VITTORIO VENETO,"44.50112, 11.3185"
16922307,Navile,Private room,97.0,1,26,2023-05-30,0.31,44,2,037006-AF-00190,BOLOGNINA,PIAZZA DELL'UNITA',"44.508179, 11.340683"
16963603,Santo Stefano,Entire home/apt,177.0,2,45,2023-10-15,0.53,133,9,,IRNERIO,IRNERIO-1,"44.49695, 11.34537"
17147353,Santo Stefano,Entire home/apt,130.0,29,16,2024-02-15,0.3,156,5,,GALVANI,GALVANI-2,"44.48789, 11.35392"
17260972,Santo Stefano,Private room,50.0,2,108,2024-03-10,1.26,239,17,,OSSERVANZA - PADERNO,SAN MICHELE IN BOSCO,"44.48526, 11.34786"
17263358,Santo Stefano,Entire home/apt,60.0,2,162,2024-03-13,1.89,80,29,,IRNERIO,IRNERIO-1,"44.49842, 11.34474"
17297826,Santo Stefano,Entire home/apt,150.0,2,160,2024-02-20,1.87,62,6,,GALVANI,GALVANI-2,"44.4872, 11.35597"
17432484,Santo Stefano,Entire home/apt,81.0,3,214,2024-03-04,2.52,129,28,,IRNERIO,IRNERIO-2,"44.49981, 11.3502"
17485973,Navile,Entire home/apt,57.0,1,233,2024-03-24,2.73,45,77,037006-AT-00742,BOLOGNINA,VIA FERRARESE,"44.51286, 11.35739"
17792014,Porto - Saragozza,Private room,43.0,7,38,2024-03-01,0.52,223,7,,MARCONI,MARCONI-2,"44.49794, 11.33124"
17898120,Santo Stefano,Private room,200.0,5,119,2020-02-21,1.4,365,0,,IRNERIO,IRNERIO-2,"44.49425, 11.35286"
17916899,Santo Stefano,Entire home/apt,90.0,3,4,2023-06-28,0.05,110,3,037006-CV-00361,MURRI,MEZZOFANTI,"44.48736, 11.36182"
17992919,Santo Stefano,Entire home/apt,55.0,12,122,2024-03-16,1.44,128,5,,IRNERIO,IRNERIO-2,"44.50029, 11.35632"
18083250,Porto - Saragozza,Entire home/apt,135.0,2,20,2023-09-21,0.25,26,4,037006-CV-00140,MARCONI,MARCONI-2,"44.49701, 11.33602"
18151938,Porto - Saragozza,Entire home/apt,135.0,2,30,2023-08-25,0.41,35,2,037006-CV-00140,MARCONI,MARCONI-2,"44.49701, 11.33602"
18165539,Santo Stefano,Entire home/apt,73.0,1,2,2024-03-23,2.0,85,2,037006-AT-03449,MURRI,MEZZOFANTI,"44.4883073, 11.3648878"
18317191,Porto - Saragozza,Private room,70.0,1,11,2024-01-03,0.13,327,3,,MARCONI,MARCONI-2,"44.50509, 11.33846"
18431117,Santo Stefano,Entire home/apt,80.0,3,50,2023-10-21,0.6,218,8,,GALVANI,GALVANI-2,"44.48612, 11.34623"
18502942,Navile,Private room,46.0,2,69,2024-01-01,0.83,81,7,,BOLOGNINA,ARCOVEGGIO,"44.51821, 11.3472"
18580506,Santo Stefano,Entire home/apt,1000.0,1,10,2023-09-05,0.12,135,3,037006-AT-02828,GALVANI,GALVANI-1,"44.49193, 11.34242"
18584722,Porto - Saragozza,Entire home/apt,183.0,2,7,2022-06-26,0.09,147,0,037006-CV-00159,MARCONI,MARCONI-2,"44.49931, 11.34367"
18627252,San Donato - San Vitale,Private room,25.0,4,72,2024-01-05,0.9,54,6,,SAN DONATO VECCHIO,VIA MONDO,"44.50048, 11.36248"
18698631,Porto - Saragozza,Entire home/apt,70.0,2,205,2024-03-10,2.47,310,54,,MALPIGHI,MALPIGHI-2,"44.48914, 11.33565"
18825426,Porto - Saragozza,Entire home/apt,85.0,3,168,2024-02-26,2.08,113,34,037006-AT-00883   U05170,MALPIGHI,MALPIGHI-2,"44.49633, 11.33018"
18848617,Savena,Private room,85.0,1,7,2023-11-10,0.09,166,1,,VIA TOSCANA - S. RUFFILLO - MONTE DONATO,MONTE DONATO,"44.46259, 11.36804"
19012684,Porto - Saragozza,Entire home/apt,106.0,3,68,2023-10-01,0.83,16,4,037006-CV-00078,MALPIGHI,MALPIGHI-2,"44.49236, 11.33539"
19048994,Porto - Saragozza,Entire home/apt,191.0,2,58,2023-09-23,0.73,216,3,,MALPIGHI,MALPIGHI-2,"44.48918, 11.33661"
19153309,Porto - Saragozza,Entire home/apt,162.0,3,1,2022-07-15,0.05,117,0,,MALPIGHI,MALPIGHI-2,"44.49739, 11.33222"
19154902,Porto - Saragozza,Entire home/apt,159.0,3,1,2018-12-23,0.02,65,0,,MALPIGHI,MALPIGHI-2,"44.49739, 11.33222"
19240494,Santo Stefano,Entire home/apt,286.0,2,20,2021-11-07,0.25,33,0,,MURRI,MEZZOFANTI,"44.48533, 11.3646"
19340004,Navile,Entire home/apt,60.0,3,201,2024-03-04,2.53,48,32,,BOLOGNINA,PIAZZA DELL'UNITA',"44.51193, 11.34538"
19355002,Santo Stefano,Entire home/apt,120.0,5,8,2023-09-20,0.11,158,3,,IRNERIO,IRNERIO-1,"44.49554, 11.34893"
19446341,Porto - Saragozza,Private room,151.0,1,7,2022-10-03,0.1,130,0,,SARAGOZZA - SAN LUCA,SAN GIUSEPPE,"44.49183, 11.3267"
19450912,Santo Stefano,Entire home/apt,217.0,3,0,,,208,0,,IRNERIO,IRNERIO-2,"44.49178695678711, 11.353053092956545"
19672460,Porto - Saragozza,Entire home/apt,199.0,3,1,2017-09-15,0.01,0,0,,MALPIGHI,MALPIGHI-2,"44.49739, 11.33222"
19717606,Porto - Saragozza,Private room,134.0,1,77,2023-11-30,0.95,26,12,037006-AF-00219,MARCONI,MARCONI-2,"44.50555, 11.34223"
19905521,Porto - Saragozza,Private room,80.0,4,2,2021-07-29,0.05,365,0,,MALPIGHI,MALPIGHI-1,"44.49356, 11.33744"
19937573,Porto - Saragozza,Entire home/apt,125.0,2,17,2023-06-05,0.23,109,1,037006-AF-00114,SARAGOZZA - SAN LUCA,XXI APRILE,"44.49338, 11.32018"
20013314,Santo Stefano,Entire home/apt,119.0,2,31,2023-08-28,0.4,246,6,,GALVANI,GALVANI-2,"44.48735, 11.3476"
20073799,Santo Stefano,Hotel room,191.0,1,13,2024-03-18,0.36,37,8,,IRNERIO,IRNERIO-2,"44.4989, 11.34953"
20093409,Porto - Saragozza,Shared room,21.0,1,203,2024-03-03,2.56,72,41,,SAFFI,VIA VITTORIO VENETO,"44.49865, 11.32024"
20165438,Santo Stefano,Entire home/apt,97.0,2,98,2024-03-05,1.31,114,14,,GALVANI,GALVANI-2,"44.48731, 11.3486"
20259757,Santo Stefano,Entire home/apt,150.0,5,25,2024-03-07,0.32,199,6,,GALVANI,GALVANI-2,"44.48726, 11.34228"
20263550,Santo Stefano,Hotel room,112.0,1,35,2023-11-15,0.44,19,8,,IRNERIO,IRNERIO-2,"44.49867, 11.34927"
20386719,Porto - Saragozza,Entire home/apt,189.0,2,65,2023-09-25,0.94,126,12,037006-CV-00159,MARCONI,MARCONI-2,"44.49931, 11.34367"
20387252,Porto - Saragozza,Entire home/apt,168.0,2,0,,,141,0,037006-CV-00159,MARCONI,MARCONI-2,"44.49931, 11.34367"
20462679,Porto - Saragozza,Private room,89.0,2,66,2024-03-24,1.01,206,11,037006-BB-00782,MALPIGHI,MALPIGHI-1,"44.49473, 11.33775"
20651965,Borgo Panigale - Reno,Entire home/apt,61.0,1,133,2023-11-02,1.67,173,19,,BORGO PANIGALE,BORGO CENTRO,"44.51814, 11.27237"
20675005,Santo Stefano,Entire home/apt,176.0,2,13,2023-05-28,0.16,60,2,,IRNERIO,IRNERIO-1,"44.49852, 11.34581"
20692614,Santo Stefano,Hotel room,103.0,1,137,2024-02-17,1.74,295,22,,OSSERVANZA - PADERNO,SAN MICHELE IN BOSCO,"44.48454, 11.34899"
20702022,Porto - Saragozza,Private room,107.0,1,13,2023-06-03,0.16,119,3,,SARAGOZZA - SAN LUCA,SAN GIUSEPPE,"44.4925, 11.32802"
20705756,Santo Stefano,Entire home/apt,96.0,2,78,2023-09-28,0.98,259,8,,GALVANI,GALVANI-2,"44.48669, 11.3464"
20771335,Porto - Saragozza,Entire home/apt,180.0,1,217,2024-02-29,2.99,343,41,027352-CV-43822,SARAGOZZA - SAN LUCA,SAN GIUSEPPE,"44.49047, 11.32698"
20804966,San Donato - San Vitale,Entire home/apt,75.0,2,12,2023-12-16,0.19,219,3,,CIRENAICA - MASSARENTI - SCANDELLARA,MENGOLI,"44.4865, 11.37234"
20808577,Porto - Saragozza,Private room,50.0,2,189,2024-03-04,2.47,34,32,,MARCONI,MARCONI-2,"44.4995, 11.33947"
20828417,Santo Stefano,Entire home/apt,163.0,2,13,2023-10-09,0.17,167,3,,IRNERIO,IRNERIO-2,"44.49931, 11.34586"
20831150,San Donato - San Vitale,Entire home/apt,797.0,1,1,2023-10-16,0.19,342,1,,CIRENAICA - MASSARENTI - SCANDELLARA,MENGOLI,"44.49101, 11.36784"
20843725,Santo Stefano,Entire home/apt,300.0,1,1,2018-01-02,0.01,0,0,"Foglio 239, Particella 17, Subalterno 47, Categoria A/4",MURRI,DAGNINI,"44.48373031616211, 11.370537757873535"
20879032,San Donato - San Vitale,Private room,65.0,1,2,2024-03-10,0.07,360,1,,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.49572, 11.36796"
20879422,San Donato - San Vitale,Entire home/apt,61.0,2,271,2024-03-03,3.41,92,42,,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.49374, 11.36383"
20880261,Porto - Saragozza,Entire home/apt,146.0,3,110,2024-03-17,1.39,10,18,037006-AT-00785,MARCONI,MARCONI-2,"44.50074005126953, 11.343250274658203"
20925455,Santo Stefano,Entire home/apt,99.0,3,0,,,74,0,,IRNERIO,IRNERIO-2,"44.50026, 11.34482"
20926158,Santo Stefano,Entire home/apt,99.0,3,0,,,77,0,,IRNERIO,IRNERIO-1,"44.49888, 11.34524"
21039780,Porto - Saragozza,Entire home/apt,,6,22,2022-06-05,0.28,267,0,,SARAGOZZA - SAN LUCA,STADIO-MELONCELLO,"44.49195, 11.30518"
21092547,Porto - Saragozza,Entire home/apt,121.0,3,169,2023-10-14,2.14,166,21,037006-AT-00837,MALPIGHI,MALPIGHI-2,"44.49289, 11.33221"
21203508,Santo Stefano,Private room,60.0,2,10,2023-10-07,0.82,115,10,037006-CV-00361,MURRI,MEZZOFANTI,"44.48826, 11.36191"
21214025,Santo Stefano,Entire home/apt,116.0,3,53,2024-02-09,0.72,112,6,,OSSERVANZA - PADERNO,SAN MICHELE IN BOSCO,"44.48553, 11.34085"
21232991,Navile,Entire home/apt,183.0,2,2,2019-09-21,0.03,137,0,037006-AT-01133,CORTICELLA - DOZZA,CROCE COPERTA,"44.53283, 11.34811"
21275647,Porto - Saragozza,Entire home/apt,83.0,3,268,2024-03-09,3.48,143,50,,MALPIGHI,MALPIGHI-2,"44.49283, 11.33261"
21393776,Savena,Entire home/apt,50.0,1,2,2018-09-20,0.03,0,0,037006-AT-00789,PONTEVECCHIO - MAZZINI,PONTEVECCHIO,"44.48483, 11.37628"
21410198,Santo Stefano,Private room,116.0,3,12,2023-11-05,0.51,317,4,,GALVANI,GALVANI-1,"44.49116, 11.34921"
21455430,Santo Stefano,Entire home/apt,,3,2,2022-04-18,0.07,362,0,,OSSERVANZA - PADERNO,SAN MICHELE IN BOSCO,"44.4766, 11.34193"
21479080,Santo Stefano,Entire home/apt,110.0,7,4,2023-10-11,0.35,106,4,037006-CV-00099,MURRI,MEZZOFANTI,"44.4881, 11.36369"
21510386,Porto - Saragozza,Private room,50.0,1,78,2024-02-04,1.01,114,5,,MALPIGHI,MALPIGHI-1,"44.49277, 11.34195"
21511006,Porto - Saragozza,Private room,50.0,1,166,2024-03-17,2.15,114,42,,MALPIGHI,MALPIGHI-1,"44.49277, 11.34195"
21588312,San Donato - San Vitale,Entire home/apt,,2,74,2022-10-23,0.95,0,0,,CIRENAICA - MASSARENTI - SCANDELLARA,MENGOLI,"44.48593, 11.36928"
21621709,Santo Stefano,Entire home/apt,55.0,3,490,2024-03-22,6.33,59,54,,IRNERIO,IRNERIO-1,"44.49482, 11.34714"
21725278,Navile,Entire home/apt,121.0,3,55,2024-03-16,0.75,49,22,,BOLOGNINA,ARCOVEGGIO,"44.51681, 11.34261"
21887499,Santo Stefano,Entire home/apt,122.0,2,19,2024-02-26,0.26,24,7,037006-CV-00387,IRNERIO,IRNERIO-1,"44.49806, 11.34613"
21932158,Santo Stefano,Entire home/apt,300.0,3,73,2024-01-02,0.95,30,10,,IRNERIO,IRNERIO-1,"44.49877, 11.34572"
21974676,Santo Stefano,Entire home/apt,180.0,2,118,2023-12-29,1.55,86,25,,GALVANI,GALVANI-1,"44.49434, 11.34287"
21993003,San Donato - San Vitale,Entire home/apt,217.0,1,4,2023-12-31,0.05,140,1,037006-AT-03320,CIRENAICA - MASSARENTI - SCANDELLARA,GUELFA,"44.49336, 11.38149"
22005144,Porto - Saragozza,Private room,31.0,1,740,2024-03-24,9.63,260,131,,MALPIGHI,MALPIGHI-2,"44.48909, 11.33667"
22040782,Porto - Saragozza,Private room,69.0,2,86,2024-03-23,1.29,339,33,,MALPIGHI,MALPIGHI-2,"44.49042, 11.33116"
22076165,Santo Stefano,Entire home/apt,93.0,2,289,2024-03-16,3.79,102,55,037006-CV-00442,IRNERIO,IRNERIO-2,"44.49931, 11.34725"
22182653,Santo Stefano,Private room,,2,48,2023-09-29,0.63,0,3,,IRNERIO,IRNERIO-1,"44.49788, 11.34416"
22218157,Porto - Saragozza,Entire home/apt,1000.0,1,34,2023-06-25,0.46,48,3,037006-AT-02834,MALPIGHI,MALPIGHI-1,"44.49445, 11.33742"
22260195,Santo Stefano,Entire home/apt,86.0,2,100,2023-12-30,1.36,309,25,,IRNERIO,IRNERIO-1,"44.49488, 11.34717"
22273828,Santo Stefano,Entire home/apt,89.0,2,92,2024-03-06,1.23,46,22,,IRNERIO,IRNERIO-1,"44.49843, 11.3455"
22340627,Porto - Saragozza,Entire home/apt,135.0,2,60,2024-02-25,2.94,108,37,,MALPIGHI,MALPIGHI-1,"44.4928, 11.34012"
22352694,Santo Stefano,Entire home/apt,65.0,1,126,2024-03-04,1.7,232,37,037006-CV-00198,GALVANI,GALVANI-2,"44.4873, 11.35293"
22374933,Santo Stefano,Entire home/apt,98.0,1,28,2023-11-26,0.46,186,5,178371,IRNERIO,IRNERIO-2,"44.50295, 11.35147"
22448352,Santo Stefano,Entire home/apt,79.0,1,28,2024-01-01,0.37,28,4,,MURRI,SIEPELUNGA,"44.47899, 11.35992"
22461202,Navile,Entire home/apt,51.0,1,384,2024-03-23,5.16,52,101,X05258,BOLOGNINA,ARCOVEGGIO,"44.51341, 11.34452"
22461695,San Donato - San Vitale,Private room,90.0,1,77,2023-11-12,1.02,5,41,,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.50117, 11.3579"
22630379,Santo Stefano,Private room,207.0,1,2,2018-09-25,0.03,141,0,037006-AT-03267,GALVANI,GALVANI-2,"44.49142, 11.34533"
22810458,San Donato - San Vitale,Entire home/apt,90.0,7,1,2023-09-29,0.17,83,1,037006-CV-00363,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.49331, 11.36228"
22812111,Borgo Panigale - Reno,Entire home/apt,,1,90,2023-12-10,1.22,7,5,,SANTA VIOLA,EMILIA PONENTE,"44.5041, 11.30511"
22853414,San Donato - San Vitale,Entire home/apt,128.0,1,50,2023-04-22,0.67,161,2,3635841202,SAN DONATO VECCHIO,VIA MONDO,"44.49649, 11.37344"
22982578,Navile,Entire home/apt,217.0,1,3,2018-03-27,0.04,0,0,,BOLOGNINA,PIAZZA DELL'UNITA',"44.50722, 11.34652"
23018648,San Donato - San Vitale,Entire home/apt,114.0,2,2,2023-09-28,0.03,55,1,037006-AT-00861,SAN DONATO VECCHIO,MICHELINO,"44.50706, 11.3704"
23029257,Porto - Saragozza,Entire home/apt,111.0,2,286,2024-03-21,3.84,217,73,037006-AT-01407,MALPIGHI,MALPIGHI-2,"44.49615, 11.33587"
23034647,Porto - Saragozza,Entire home/apt,105.0,3,165,2024-03-23,2.21,224,28,037006-AF-00535,MALPIGHI,MALPIGHI-2,"44.495533, 11.329495"
23049899,Porto - Saragozza,Entire home/apt,602.0,2,111,2022-08-01,1.49,0,0,037006-CV-00198,MALPIGHI,MALPIGHI-2,"44.4956, 11.33243"
23050113,Savena,Entire home/apt,100.0,3,33,2023-10-09,0.44,171,7,,VIA TOSCANA - S. RUFFILLO - MONTE DONATO,MONTE DONATO,"44.47066, 11.36278"
23070135,Borgo Panigale - Reno,Private room,59.0,1,98,2023-10-28,1.31,282,9,,SANTA VIOLA,EMILIA PONENTE,"44.50354, 11.30133"
23166339,Santo Stefano,Entire home/apt,130.0,3,155,2024-01-03,2.09,186,21,,GALVANI,GALVANI-2,"44.48884, 11.34978"
23178321,Santo Stefano,Private room,50.0,1,221,2024-03-19,2.97,247,55,,GALVANI,GALVANI-1,"44.49138, 11.3428"
23180111,Porto - Saragozza,Entire home/apt,120.0,3,77,2024-03-23,1.05,37,13,P.G. Bologna 253904,SARAGOZZA - SAN LUCA,XXI APRILE,"44.49572, 11.32045"
23323065,Santo Stefano,Entire home/apt,,4,15,2023-11-26,0.21,0,3,,MURRI,MEZZOFANTI,"44.48667, 11.36163"
23434597,Porto - Saragozza,Entire home/apt,89.0,1,95,2024-03-17,1.29,56,11,,SARAGOZZA - SAN LUCA,RAVONE,"44.4828, 11.31552"
23458033,Santo Stefano,Entire home/apt,231.0,2,101,2023-11-12,1.66,98,32,,IRNERIO,IRNERIO-1,"44.49484, 11.34714"
23560860,Santo Stefano,Entire home/apt,560.0,2,6,2023-09-19,0.09,8,1,,OSSERVANZA - PADERNO,PADERNO,"44.47219, 11.35421"
23656642,Navile,Private room,87.0,3,70,2024-02-12,0.96,106,28,,BOLOGNINA,PIAZZA DELL'UNITA',"44.50826, 11.34055"
23667917,San Donato - San Vitale,Entire home/apt,95.0,1,14,2023-07-16,0.26,7,1,CIR (Codice Identificativo di Riferimento) associato alla struttura è 037006-CV-00520,SAN DONATO VECCHIO,MICHELINO,"44.50493, 11.37239"
23743566,Porto - Saragozza,Entire home/apt,153.0,2,178,2024-03-18,2.44,227,53,,MALPIGHI,MALPIGHI-2,"44.48972, 11.33592"
23776432,Porto - Saragozza,Private room,187.0,1,5,2021-06-27,0.07,149,0,,MARCONI,MARCONI-2,"44.50318, 11.3411"
23776588,Porto - Saragozza,Private room,98.0,2,135,2024-02-12,1.88,338,24,,MARCONI,MARCONI-2,"44.50315, 11.33983"
23919004,Porto - Saragozza,Entire home/apt,64.0,1,99,2024-03-20,7.84,25,93,133984,MALPIGHI,MARCONI-1,"44.49728, 11.33845"
24002067,Porto - Saragozza,Entire home/apt,91.0,2,60,2024-03-10,1.28,206,16,,MARCONI,MARCONI-2,"44.50141, 11.33834"
24040152,San Donato - San Vitale,Entire home/apt,132.0,1,30,2024-03-17,0.41,13,5,CIR (Codice Identificativo di Riferimento) associato alla struttura è 037006-CV-00520,SAN DONATO VECCHIO,MICHELINO,"44.50468, 11.37389"
24164942,Santo Stefano,Entire home/apt,121.0,2,126,2024-03-24,1.76,271,35,037006-AT-02479,GALVANI,GALVANI-2,"44.49016, 11.34821"
24179015,Navile,Entire home/apt,222.0,1,4,2019-03-26,0.06,130,0,,BOLOGNINA,VIA FERRARESE,"44.51841, 11.35634"
24245107,Santo Stefano,Entire home/apt,129.0,2,106,2024-01-28,1.49,54,7,,IRNERIO,IRNERIO-1,"44.49743, 11.34799"
24766948,San Donato - San Vitale,Private room,114.0,3,33,2023-10-13,1.38,174,9,,CROCE DEL BIACCO - ROVERI,CROCE DEL BIACCO,"44.49017, 11.38984"
24797728,Navile,Private room,49.0,1,6,2024-02-11,0.6,182,6,,CORTICELLA - DOZZA,SAN SAVINO,"44.54156, 11.35667"
24821449,San Donato - San Vitale,Private room,19.0,1,125,2020-10-25,1.75,82,0,,SAN DONATO VECCHIO,VIA MONDO,"44.50154, 11.36969"
25220538,San Donato - San Vitale,Entire home/apt,80.0,14,50,2024-03-23,0.71,64,17,Codice regione (CIR) 037006-AT-02077,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.49447, 11.36219"
25335458,Borgo Panigale - Reno,Entire home/apt,,7,0,,,88,0,,SANTA VIOLA,EMILIA PONENTE,"44.50633, 11.3045"
25673913,San Donato - San Vitale,Entire home/apt,121.0,2,100,2023-12-31,1.45,63,28,168271/2018,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.493648529052734, 11.359018325805664"
25927422,San Donato - San Vitale,Entire home/apt,63.0,1,70,2024-02-11,1.0,65,37,,CIRENAICA - MASSARENTI - SCANDELLARA,MENGOLI,"44.49191, 11.37124"
26517523,Santo Stefano,Entire home/apt,89.0,3,0,,,219,0,,IRNERIO,IRNERIO-1,"44.49454, 11.34775"
26547178,Porto - Saragozza,Entire home/apt,175.0,7,10,2023-12-04,0.35,110,4,,MARCONI,MARCONI-2,"44.4974, 11.3367"
26557344,Santo Stefano,Private room,94.0,2,154,2024-03-17,2.55,72,36,,IRNERIO,IRNERIO-2,"44.50315, 11.35183"
26648449,San Donato - San Vitale,Entire home/apt,54.0,6,11,2023-08-21,0.16,59,2,,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.49755, 11.36464"
26878289,Santo Stefano,Entire home/apt,198.0,1,309,2024-02-24,4.51,75,84,,GALVANI,GALVANI-2,"44.48698, 11.34359"
26949856,Porto - Saragozza,Private room,51.0,2,48,2024-03-08,0.71,77,2,,SARAGOZZA - SAN LUCA,XXI APRILE,"44.497, 11.31464"
27212189,Navile,Entire home/apt,110.0,2,6,2023-11-25,0.88,150,6,,CORTICELLA - DOZZA,SAVENA ABBANDONATO,"44.54585, 11.38072"
27219670,Santo Stefano,Entire home/apt,60.0,1,74,2024-03-17,1.09,32,21,037006-CV-00198,IRNERIO,IRNERIO-2,"44.49853, 11.34788"
27222134,Borgo Panigale - Reno,Entire home/apt,56.0,1,18,2024-02-27,0.27,50,8,037006-CV-00198,BIRRA - BARGELLINO - LAVINO,LA BIRRA,"44.52146, 11.29377"
27320884,Santo Stefano,Entire home/apt,364.0,3,16,2024-03-24,0.24,322,4,,OSSERVANZA - PADERNO,SAN MICHELE IN BOSCO,"44.48558, 11.34203"
27439567,Santo Stefano,Entire home/apt,149.0,1,268,2024-03-17,3.97,113,60,037006-AT-01158,IRNERIO,IRNERIO-2,"44.50271, 11.35007"
27524913,Santo Stefano,Entire home/apt,73.0,2,303,2024-03-09,4.44,99,82,,IRNERIO,IRNERIO-2,"44.50267929877231, 11.350503142637628"
27534831,Borgo Panigale - Reno,Entire home/apt,88.0,3,58,2024-03-06,0.87,201,9,U07067,SANTA VIOLA,EMILIA PONENTE,"44.50142, 11.30349"
27693800,Santo Stefano,Entire home/apt,233.0,2,47,2023-12-21,0.72,26,5,037006-AT-00989,IRNERIO,IRNERIO-1,"44.49788, 11.34675"
27710449,Santo Stefano,Entire home/apt,207.0,2,67,2023-12-23,1.0,22,8,037006-AT-00988,IRNERIO,IRNERIO-2,"44.49893, 11.34954"
27713534,Porto - Saragozza,Entire home/apt,,2,31,2024-03-21,1.46,1,21,,MARCONI,MARCONI-2,"44.49891, 11.33656"
27736665,Porto - Saragozza,Private room,114.0,1,10,2023-11-14,0.41,334,4,,SAFFI,VELODROMO,"44.50382, 11.30932"
27853133,Santo Stefano,Private room,,1,78,2023-02-27,1.15,0,0,037006-AF-00236,IRNERIO,IRNERIO-2,"44.49923, 11.34962"
27853702,Santo Stefano,Private room,,1,88,2024-02-23,1.3,0,8,037006-AF-00236,IRNERIO,IRNERIO-2,"44.5011, 11.34952"
27874809,San Donato - San Vitale,Entire home/apt,182.0,1,16,2023-09-27,0.25,31,4,CIR (Codice Identificativo di Riferimento) associato alla struttura è 037006-CV-00520,SAN DONATO VECCHIO,MICHELINO,"44.50521, 11.37239"
27960134,Porto - Saragozza,Entire home/apt,92.0,2,239,2024-03-13,3.54,170,67,037006-AT-02709 U07392,MALPIGHI,MALPIGHI-2,"44.48815, 11.33953"
28023199,San Donato - San Vitale,Private room,67.0,14,21,2024-02-13,0.31,19,5,,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.49895, 11.36178"
28106763,Santo Stefano,Entire home/apt,251.0,2,177,2024-02-17,2.64,130,57,,GALVANI,GALVANI-1,"44.49228, 11.34347"
28144105,San Donato - San Vitale,Private room,50.0,1,31,2024-02-25,0.46,36,4,,CIRENAICA - MASSARENTI - SCANDELLARA,GUELFA,"44.4955, 11.38639"
28195874,Porto - Saragozza,Entire home/apt,129.0,2,11,2023-03-12,0.17,266,0,,SARAGOZZA - SAN LUCA,SAN GIUSEPPE,"44.490184, 11.321276"
28264493,Porto - Saragozza,Entire home/apt,133.0,3,17,2023-09-25,0.26,158,1,60959,MARCONI,MARCONI-2,"44.49988, 11.33479"
28310490,Navile,Entire home/apt,83.0,2,36,2023-10-29,0.54,197,10,CASA MARCO POLO 037006-AT-02912 U07611,BEVERARA,BEVERARA,"44.51558, 11.32766"
