Geo Point;Geo Shape;Tipo di arredo;Data Aggiornamento;quartiere;area statistica;zona prossimita;Stato di conservazione
44.49468789653452, 11.33460655397539;"{""coordinates"": [11.33460655397539, 44.49468789653452], ""type"": ""Point""}";Panchina in legno e metallo;2011-05-31;Porto - Saragozza;MALPIGHI-2;MALPIGHI;BUONO
44.49474502696109, 11.334628698571622;"{""coordinates"": [11.334628698571622, 44.49474502696109], ""type"": ""Point""}";Panchina in legno e metallo;2011-05-31;Porto - Saragozza;MALPIGHI-2;MALPIGHI;BUONO
44.50358350505219, 11.372881906516717;"{""coordinates"": [11.372881906516717, 44.50358350505219], ""type"": ""Point""}";Cestone;2011-06-16;San Donato - San Vitale;MICHELINO;SAN DONATO VECCHIO;BUONO
44.50355770785137, 11.372352421749072;"{""coordinates"": [11.372352421749072, 44.50355770785137], ""type"": ""Point""}";Cestone;2011-06-16;San Donato - San Vitale;MICHELINO;SAN DONATO VECCHIO;BUONO
44.47734734532198, 11.391920109627526;"{""coordinates"": [11.391920109627526, 44.47734734532198], ""type"": ""Point""}";Cestino in metallo;2011-06-23;Savena;DUE MADONNE;FOSSOLO - DUE MADONNE;BUONO
44.494006699881965, 11.396961908445185;"{""coordinates"": [11.396961908445185, 44.494006699881965], ""type"": ""Point""}";Cestino in metallo;2011-06-27;San Donato - San Vitale;CROCE DEL BIACCO;CROCE DEL BIACCO - ROVERI;DISCRETO
44.4936678298004, 11.396664514838603;"{""coordinates"": [11.396664514838603, 44.4936678298004], ""type"": ""Point""}";Panchina in legno e metallo;2011-06-27;San Donato - San Vitale;CROCE DEL BIACCO;CROCE DEL BIACCO - ROVERI;DISCRETO
44.491906020607544, 11.292961989133321;"{""coordinates"": [11.292961989133321, 44.491906020607544], ""type"": ""Point""}";Panchina in legno e metallo;2011-06-28;Borgo Panigale - Reno;CANALE DI RENO;BARCA;BUONO
44.49187446275765, 11.293070344443548;"{""coordinates"": [11.293070344443548, 44.49187446275765], ""type"": ""Point""}";Panchina in legno e metallo;2011-06-28;Borgo Panigale - Reno;CANALE DI RENO;BARCA;BUONO
44.491058186099075, 11.294052271075797;"{""coordinates"": [11.294052271075797, 44.491058186099075], ""type"": ""Point""}";Panchina in legno e metallo;2011-06-28;Borgo Panigale - Reno;CANALE DI RENO;BARCA;BUONO
44.49107318871479, 11.294530041180785;"{""coordinates"": [11.294530041180785, 44.49107318871479], ""type"": ""Point""}";Panchina in legno e metallo;2011-06-28;Borgo Panigale - Reno;CANALE DI RENO;BARCA;BUONO
44.4922417468826, 11.294646135494752;"{""coordinates"": [11.294646135494752, 44.4922417468826], ""type"": ""Point""}";Panchina in legno e metallo;2011-06-28;Borgo Panigale - Reno;CANALE DI RENO;BARCA;BUONO
44.501756703786064, 11.337012595507957;"{""coordinates"": [11.337012595507957, 44.501756703786064], ""type"": ""Point""}";Cestino in metallo;2011-07-28;Porto - Saragozza;MARCONI-2;MARCONI;BUONO
44.50244516570624, 11.335978716066148;"{""coordinates"": [11.335978716066148, 44.50244516570624], ""type"": ""Point""}";Tabelle (monitorie e indicative);2011-07-28;Porto - Saragozza;MARCONI-2;MARCONI;BUONO
44.50234934236349, 11.336150915439072;"{""coordinates"": [11.336150915439072, 44.50234934236349], ""type"": ""Point""}";Seduta in cemento o altro;2011-07-28;Porto - Saragozza;MARCONI-2;MARCONI;BUONO
44.50221167686654, 11.336478298168345;"{""coordinates"": [11.336478298168345, 44.50221167686654], ""type"": ""Point""}";Seduta in cemento o altro;2011-07-28;Porto - Saragozza;MARCONI-2;MARCONI;BUONO
44.50239687427864, 11.336449098252986;"{""coordinates"": [11.336449098252986, 44.50239687427864], ""type"": ""Point""}";Altro;2011-07-28;Porto - Saragozza;MARCONI-2;MARCONI;BUONO
44.50244577290288, 11.335827112569753;"{""coordinates"": [11.335827112569753, 44.50244577290288], ""type"": ""Point""}";Altro;2011-07-28;Porto - Saragozza;MARCONI-2;MARCONI;BUONO
44.501955105269246, 11.335235911103299;"{""coordinates"": [11.335235911103299, 44.501955105269246], ""type"": ""Point""}";Tabelle (monitorie e indicative);2011-07-28;Porto - Saragozza;MARCONI-2;MARCONI;BUONO
44.501933588544325, 11.335208220121379;"{""coordinates"": [11.335208220121379, 44.501933588544325], ""type"": ""Point""}";Cestino in metallo;2011-07-28;Porto - Saragozza;MARCONI-2;MARCONI;BUONO
44.50209939126734, 11.335316802172974;"{""coordinates"": [11.335316802172974, 44.50209939126734], ""type"": ""Point""}";Seduta in cemento o altro;2011-07-28;Porto - Saragozza;MARCONI-2;MARCONI;BUONO
44.502373873591296, 11.335557176983357;"{""coordinates"": [11.335557176983357, 44.502373873591296], ""type"": ""Point""}";Cestino in metallo;2011-07-28;Porto - Saragozza;MARCONI-2;MARCONI;BUONO
44.499686646530606, 11.331369993208494;"{""coordinates"": [11.331369993208494, 44.499686646530606], ""type"": ""Point""}";Cestino in metallo;2011-08-25;Porto - Saragozza;MARCONI-2;MARCONI;BUONO
44.49937536100633, 11.330957192715067;"{""coordinates"": [11.330957192715067, 44.49937536100633], ""type"": ""Point""}";Panchina in legno e metallo;2011-08-25;Porto - Saragozza;MARCONI-2;MARCONI;BUONO
44.499354944334435, 11.331155374459712;"{""coordinates"": [11.331155374459712, 44.499354944334435], ""type"": ""Point""}";Panchina in legno e metallo;2011-08-25;Porto - Saragozza;MARCONI-2;MARCONI;BUONO
44.490509649834735, 11.40112798964631;"{""coordinates"": [11.40112798964631, 44.490509649834735], ""type"": ""Point""}";Cestino in metallo;2011-08-15;San Donato - San Vitale;CROCE DEL BIACCO;CROCE DEL BIACCO - ROVERI;BUONO
44.49067598529584, 11.40145213027716;"{""coordinates"": [11.40145213027716, 44.49067598529584], ""type"": ""Point""}";Cestino in metallo;2011-08-15;San Donato - San Vitale;CROCE DEL BIACCO;CROCE DEL BIACCO - ROVERI;BUONO
44.49069999068818, 11.401473036766001;"{""coordinates"": [11.401473036766001, 44.49069999068818], ""type"": ""Point""}";Panchina in legno e metallo;2011-08-15;San Donato - San Vitale;CROCE DEL BIACCO;CROCE DEL BIACCO - ROVERI;BUONO
44.49090507868217, 11.401359083894317;"{""coordinates"": [11.401359083894317, 44.49090507868217], ""type"": ""Point""}";Panchina in legno e metallo;2011-08-15;San Donato - San Vitale;CROCE DEL BIACCO;CROCE DEL BIACCO - ROVERI;BUONO
44.490911812677254, 11.40132947870928;"{""coordinates"": [11.40132947870928, 44.490911812677254], ""type"": ""Point""}";Panchina in legno e metallo;2011-08-15;San Donato - San Vitale;CROCE DEL BIACCO;CROCE DEL BIACCO - ROVERI;BUONO
44.466314959081814, 11.378469427676741;"{""coordinates"": [11.378469427676741, 44.466314959081814], ""type"": ""Point""}";Cestino in metallo;2011-09-04;Savena;CORELLI;LUNGO SAVENA;BUONO
44.46635882805723, 11.378369407196809;"{""coordinates"": [11.378369407196809, 44.46635882805723], ""type"": ""Point""}";Tabelle (monitorie e indicative);2011-09-04;Savena;CORELLI;LUNGO SAVENA;BUONO
44.46622401325635, 11.378695409206498;"{""coordinates"": [11.378695409206498, 44.46622401325635], ""type"": ""Point""}";Panchina in legno e metallo;2011-09-04;Savena;CORELLI;LUNGO SAVENA;BUONO
44.46623325804892, 11.378678403905182;"{""coordinates"": [11.378678403905182, 44.46623325804892], ""type"": ""Point""}";Panchina in legno e metallo;2011-09-04;Savena;CORELLI;LUNGO SAVENA;BUONO
44.46622345133178, 11.378637036224971;"{""coordinates"": [11.378637036224971, 44.46622345133178], ""type"": ""Point""}";Tabelle (monitorie e indicative);2011-09-04;Savena;CORELLI;LUNGO SAVENA;BUONO
44.50106978680485, 11.366394807052883;"{""coordinates"": [11.366394807052883, 44.50106978680485], ""type"": ""Point""}";Cestino in metallo;2011-08-30;San Donato - San Vitale;VIA MONDO;SAN DONATO VECCHIO;BUONO
44.50077494354018, 11.366396662864007;"{""coordinates"": [11.366396662864007, 44.50077494354018], ""type"": ""Point""}";Tabelle (monitorie e indicative);2021-10-20;San Donato - San Vitale;VIA MONDO;SAN DONATO VECCHIO;BUONO
44.4999591059251, 11.366228353905433;"{""coordinates"": [11.366228353905433, 44.4999591059251], ""type"": ""Point""}";Portabici;2011-08-30;San Donato - San Vitale;VIA MONDO;SAN DONATO VECCHIO;BUONO
44.50050233143363, 11.36619078715859;"{""coordinates"": [11.36619078715859, 44.50050233143363], ""type"": ""Point""}";Cestino in metallo;2011-08-30;San Donato - San Vitale;VIA MONDO;SAN DONATO VECCHIO;BUONO
44.50077348181111, 11.366686821566839;"{""coordinates"": [11.366686821566839, 44.50077348181111], ""type"": ""Point""}";Panchina in legno e metallo;2011-08-30;San Donato - San Vitale;VIA MONDO;SAN DONATO VECCHIO;BUONO
44.500754507246185, 11.366708837493533;"{""coordinates"": [11.366708837493533, 44.500754507246185], ""type"": ""Point""}";Panchina in legno e metallo;2011-08-30;San Donato - San Vitale;VIA MONDO;SAN DONATO VECCHIO;BUONO
44.50088157823022, 11.366887352199155;"{""coordinates"": [11.366887352199155, 44.50088157823022], ""type"": ""Point""}";Panchina in legno e metallo;2011-08-30;San Donato - San Vitale;VIA MONDO;SAN DONATO VECCHIO;BUONO
44.50085820177461, 11.366488677417065;"{""coordinates"": [11.366488677417065, 44.50085820177461], ""type"": ""Point""}";Panchina in legno e metallo;2011-08-30;San Donato - San Vitale;VIA MONDO;SAN DONATO VECCHIO;BUONO
44.50071340146442, 11.365854181329532;"{""coordinates"": [11.365854181329532, 44.50071340146442], ""type"": ""Point""}";Panchina in legno e metallo;2011-08-30;San Donato - San Vitale;VIA MONDO;SAN DONATO VECCHIO;BUONO
44.50043276281794, 11.365855073009932;"{""coordinates"": [11.365855073009932, 44.50043276281794], ""type"": ""Point""}";Panchina in legno e metallo;2011-08-30;San Donato - San Vitale;VIA MONDO;SAN DONATO VECCHIO;BUONO
44.48931778130144, 11.314369177047544;"{""coordinates"": [11.314369177047544, 44.48931778130144], ""type"": ""Point""}";Panchina in legno e metallo;2011-09-19;Porto - Saragozza;RAVONE;SARAGOZZA - SAN LUCA;DISCRETO
44.49316694585894, 11.292193480761703;"{""coordinates"": [11.292193480761703, 44.49316694585894], ""type"": ""Point""}";Altro;2015-06-09;Borgo Panigale - Reno;BATTINDARNO;BARCA;BUONO
44.48497074214487, 11.315582468593501;"{""coordinates"": [11.315582468593501, 44.48497074214487], ""type"": ""Point""}";Panchina in legno e metallo;2011-10-05;Porto - Saragozza;RAVONE;SARAGOZZA - SAN LUCA;BUONO
44.484973726869846, 11.315375330647631;"{""coordinates"": [11.315375330647631, 44.484973726869846], ""type"": ""Point""}";Panchina in legno e metallo;2011-10-05;Porto - Saragozza;RAVONE;SARAGOZZA - SAN LUCA;BUONO
44.48488448117366, 11.315447347258178;"{""coordinates"": [11.315447347258178, 44.48488448117366], ""type"": ""Point""}";Panchina in legno e metallo;2021-10-20;Porto - Saragozza;RAVONE;SARAGOZZA - SAN LUCA;BUONO
44.48490574004118, 11.315388814215268;"{""coordinates"": [11.315388814215268, 44.48490574004118], ""type"": ""Point""}";Panchina in legno e metallo;2021-10-20;Porto - Saragozza;RAVONE;SARAGOZZA - SAN LUCA;BUONO
44.48585737660529, 11.316059257624932;"{""coordinates"": [11.316059257624932, 44.48585737660529], ""type"": ""Point""}";Panchina in legno e metallo;2011-10-05;Porto - Saragozza;RAVONE;SARAGOZZA - SAN LUCA;BUONO
44.48578960210767, 11.316042984086955;"{""coordinates"": [11.316042984086955, 44.48578960210767], ""type"": ""Point""}";Panchina in legno e metallo;2011-10-05;Porto - Saragozza;RAVONE;SARAGOZZA - SAN LUCA;BUONO
44.5094941265384, 11.352117006112207;"{""coordinates"": [11.352117006112207, 44.5094941265384], ""type"": ""Point""}";Cestino in metallo;2011-10-04;Navile;PIAZZA DELL'UNITA';BOLOGNINA;BUONO
44.511496179101414, 11.353904025801867;"{""coordinates"": [11.353904025801867, 44.511496179101414], ""type"": ""Point""}";Panchina in legno e metallo;2022-07-19;Navile;VIA FERRARESE;BOLOGNINA;BUONO
44.50780969697748, 11.386716938114557;"{""coordinates"": [11.386716938114557, 44.50780969697748], ""type"": ""Point""}";Cestone;2011-10-17;San Donato - San Vitale;PILASTRO;SAN DONATO NUOVO;BUONO
44.50209251624078, 11.391153790342505;"{""coordinates"": [11.391153790342505, 44.50209251624078], ""type"": ""Point""}";Bacheche informative;2011-11-29;San Donato - San Vitale;VIA LARGA;CIRENAICA - MASSARENTI - SCANDELLARA;BUONO
44.51019048931036, 11.285719007952046;"{""coordinates"": [11.285719007952046, 44.51019048931036], ""type"": ""Point""}";Panchina in legno e metallo;2011-11-21;Borgo Panigale - Reno;TRIUMVIRATO-PIETRA;CASTELDEBOLE - PONTELUNGO;BUONO
44.50993890293951, 11.285467557580304;"{""coordinates"": [11.285467557580304, 44.50993890293951], ""type"": ""Point""}";Panchina in legno e metallo;2011-11-21;Borgo Panigale - Reno;TRIUMVIRATO-PIETRA;CASTELDEBOLE - PONTELUNGO;BUONO
44.509164442865746, 11.286349020099712;"{""coordinates"": [11.286349020099712, 44.509164442865746], ""type"": ""Point""}";Tabelle (monitorie e indicative);2011-11-21;Borgo Panigale - Reno;TRIUMVIRATO-PIETRA;CASTELDEBOLE - PONTELUNGO;BUONO
44.487757578340826, 11.387103601930313;"{""coordinates"": [11.387103601930313, 44.487757578340826], ""type"": ""Point""}";Panchina in legno e metallo;2012-01-17;Savena;FOSSOLO;FOSSOLO - DUE MADONNE;BUONO
44.505377884426814, 11.35743365877008;"{""coordinates"": [11.35743365877008, 44.505377884426814], ""type"": ""Point""}";Tabelle (monitorie e indicative);2012-01-22;San Donato - San Vitale;VIA DEL LAVORO;SAN DONATO VECCHIO;BUONO
44.46135875558135, 11.377329663160195;"{""coordinates"": [11.377329663160195, 44.46135875558135], ""type"": ""Point""}";Panchina in legno e metallo;2012-01-24;Savena;CORELLI;LUNGO SAVENA;BUONO
44.46211062289731, 11.378806824830784;"{""coordinates"": [11.378806824830784, 44.46211062289731], ""type"": ""Point""}";Cestino in metallo;2012-01-24;Savena;CORELLI;LUNGO SAVENA;BUONO
44.46675371411856, 11.390898449221476;"{""coordinates"": [11.390898449221476, 44.46675371411856], ""type"": ""Point""}";Panchina in legno e metallo;2012-01-24;Savena;VIA ARNO;PONTEVECCHIO - MAZZINI;BUONO
44.517772513622894, 11.333138109003063;"{""coordinates"": [11.333138109003063, 44.517772513622894], ""type"": ""Point""}";Arredo artistico;2018-05-01;Navile;BEVERARA;BEVERARA;BUONO
44.462990091415165, 11.372516395923917;"{""coordinates"": [11.372516395923917, 44.462990091415165], ""type"": ""Point""}";Cestino in metallo;2012-03-06;Savena;VIA TOSCANA;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;BUONO
44.463109107592764, 11.372563104173638;"{""coordinates"": [11.372563104173638, 44.463109107592764], ""type"": ""Point""}";Cestino in metallo;2012-03-06;Savena;VIA TOSCANA;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;BUONO
44.463160774218444, 11.372583936117328;"{""coordinates"": [11.372583936117328, 44.463160774218444], ""type"": ""Point""}";Cestino in metallo;2012-03-06;Savena;VIA TOSCANA;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;BUONO
44.504551858569, 11.368092142254849;"{""coordinates"": [11.368092142254849, 44.504551858569], ""type"": ""Point""}";Tabelle (monitorie e indicative);2012-03-19;San Donato - San Vitale;MICHELINO;SAN DONATO VECCHIO;BUONO
44.49473994490713, 11.301080037072303;"{""coordinates"": [11.301080037072303, 44.49473994490713], ""type"": ""Point""}";Cestino in metallo;2012-03-22;Borgo Panigale - Reno;CANALE DI RENO;BARCA;BUONO
44.50773210056739, 11.287043356878847;"{""coordinates"": [11.287043356878847, 44.50773210056739], ""type"": ""Point""}";Panchina in legno e metallo;2012-04-09;Borgo Panigale - Reno;TRIUMVIRATO-PIETRA;CASTELDEBOLE - PONTELUNGO;BUONO
44.507503391840835, 11.287431770030016;"{""coordinates"": [11.287431770030016, 44.507503391840835], ""type"": ""Point""}";Panchina più tavolo;2012-04-09;Borgo Panigale - Reno;TRIUMVIRATO-PIETRA;CASTELDEBOLE - PONTELUNGO;BUONO
44.49972324431873, 11.336723233530751;"{""coordinates"": [11.336723233530751, 44.49972324431873], ""type"": ""Point""}";Cestino in metallo;2024-01-11;Porto - Saragozza;MARCONI-2;MARCONI;BUONO
44.499457998495394, 11.290893915633466;"{""coordinates"": [11.290893915633466, 44.499457998495394], ""type"": ""Point""}";Dissuasore;2012-05-03;Borgo Panigale - Reno;BATTINDARNO;BARCA;BUONO
44.50397527280928, 11.367240389465637;"{""coordinates"": [11.367240389465637, 44.50397527280928], ""type"": ""Point""}";Panchina in legno e metallo;2012-06-04;San Donato - San Vitale;VIA DEL LAVORO;SAN DONATO VECCHIO;BUONO
44.50398298118339, 11.36746925481699;"{""coordinates"": [11.36746925481699, 44.50398298118339], ""type"": ""Point""}";Panchina in legno e metallo;2012-06-04;San Donato - San Vitale;VIA DEL LAVORO;SAN DONATO VECCHIO;BUONO
44.491830220376734, 11.275603290290263;"{""coordinates"": [11.275603290290263, 44.491830220376734], ""type"": ""Point""}";Panchina in legno e metallo;2012-06-04;Borgo Panigale - Reno;CASTELDEBOLE;CASTELDEBOLE - PONTELUNGO;BUONO
44.491841502200906, 11.275736842584505;"{""coordinates"": [11.275736842584505, 44.491841502200906], ""type"": ""Point""}";Panchina in legno e metallo;2012-06-04;Borgo Panigale - Reno;CASTELDEBOLE;CASTELDEBOLE - PONTELUNGO;BUONO
44.491730542897976, 11.275299096532668;"{""coordinates"": [11.275299096532668, 44.491730542897976], ""type"": ""Point""}";Portabici;2012-06-04;Borgo Panigale - Reno;CASTELDEBOLE;CASTELDEBOLE - PONTELUNGO;BUONO
44.511557690362956, 11.346782241483556;"{""coordinates"": [11.346782241483556, 44.511557690362956], ""type"": ""Point""}";Panchina in legno e metallo;2012-06-20;Navile;PIAZZA DELL'UNITA';BOLOGNINA;BUONO
44.51153441697607, 11.346778042587271;"{""coordinates"": [11.346778042587271, 44.51153441697607], ""type"": ""Point""}";Cestino in metallo;2012-06-20;Navile;PIAZZA DELL'UNITA';BOLOGNINA;BUONO
44.511278722585956, 11.346716632968166;"{""coordinates"": [11.346716632968166, 44.511278722585956], ""type"": ""Point""}";Cestino in metallo;2012-06-20;Navile;PIAZZA DELL'UNITA';BOLOGNINA;BUONO
44.51140353404019, 11.347349526587273;"{""coordinates"": [11.347349526587273, 44.51140353404019], ""type"": ""Point""}";Panchina in legno e metallo;2012-06-20;Navile;PIAZZA DELL'UNITA';BOLOGNINA;BUONO
44.51181252575238, 11.346771796492286;"{""coordinates"": [11.346771796492286, 44.51181252575238], ""type"": ""Point""}";Panchina in legno e metallo;2012-06-20;Navile;PIAZZA DELL'UNITA';BOLOGNINA;BUONO
44.50836685220068, 11.288813983010781;"{""coordinates"": [11.288813983010781, 44.50836685220068], ""type"": ""Point""}";Tabelle (monitorie e indicative);2012-08-01;Borgo Panigale - Reno;TRIUMVIRATO-PIETRA;CASTELDEBOLE - PONTELUNGO;BUONO
44.510100500311864, 11.29074789859716;"{""coordinates"": [11.29074789859716, 44.510100500311864], ""type"": ""Point""}";Tabelle (monitorie e indicative);2012-08-01;Borgo Panigale - Reno;TRIUMVIRATO-PIETRA;CASTELDEBOLE - PONTELUNGO;BUONO
44.51072910162016, 11.291312451601835;"{""coordinates"": [11.291312451601835, 44.51072910162016], ""type"": ""Point""}";Tabelle (monitorie e indicative);2012-08-01;Borgo Panigale - Reno;TRIUMVIRATO-PIETRA;CASTELDEBOLE - PONTELUNGO;BUONO
44.52111125697134, 11.31994603236986;"{""coordinates"": [11.31994603236986, 44.52111125697134], ""type"": ""Point""}";Panchina in legno e metallo;2012-08-29;Navile;PESCAROLA;BERTALIA - NOCE;BUONO
44.52110104095318, 11.319584387206971;"{""coordinates"": [11.319584387206971, 44.52110104095318], ""type"": ""Point""}";Panchina in legno e metallo;2012-08-29;Navile;PESCAROLA;BERTALIA - NOCE;BUONO
44.520992064256944, 11.319390674171645;"{""coordinates"": [11.319390674171645, 44.520992064256944], ""type"": ""Point""}";Panchina in legno e metallo;2012-08-29;Navile;PESCAROLA;BERTALIA - NOCE;BUONO
44.521467084382174, 11.31922832244921;"{""coordinates"": [11.31922832244921, 44.521467084382174], ""type"": ""Point""}";Panchina in legno e metallo;2012-08-29;Navile;PESCAROLA;BERTALIA - NOCE;BUONO
44.52156248759618, 11.319143259525745;"{""coordinates"": [11.319143259525745, 44.52156248759618], ""type"": ""Point""}";Tabelle (monitorie e indicative);2012-08-29;Navile;PESCAROLA;BERTALIA - NOCE;BUONO
44.52158956782207, 11.319168884714141;"{""coordinates"": [11.319168884714141, 44.52158956782207], ""type"": ""Point""}";Cestone;2012-08-29;Navile;PESCAROLA;BERTALIA - NOCE;BUONO
44.52165433165178, 11.31886282018435;"{""coordinates"": [11.31886282018435, 44.52165433165178], ""type"": ""Point""}";Cestino in metallo;2012-08-29;Navile;PESCAROLA;BERTALIA - NOCE;BUONO
44.52143469291295, 11.320287380536724;"{""coordinates"": [11.320287380536724, 44.52143469291295], ""type"": ""Point""}";Tabelle (monitorie e indicative);2012-08-29;Navile;PESCAROLA;BERTALIA - NOCE;BUONO
44.521658594434406, 11.320418000350013;"{""coordinates"": [11.320418000350013, 44.521658594434406], ""type"": ""Point""}";Portabici;2012-08-29;Navile;PESCAROLA;BERTALIA - NOCE;BUONO
44.52167851987685, 11.318866118160495;"{""coordinates"": [11.318866118160495, 44.52167851987685], ""type"": ""Point""}";Seduta in cemento o altro;2012-08-29;Navile;PESCAROLA;BERTALIA - NOCE;BUONO
44.53305099883727, 11.319270966459298;"{""coordinates"": [11.319270966459298, 44.53305099883727], ""type"": ""Point""}";Portabici;2012-08-22;Navile;LA NOCE;BERTALIA - NOCE;BUONO
44.5059677350748, 11.281514586579622;"{""coordinates"": [11.281514586579622, 44.5059677350748], ""type"": ""Point""}";Cestino in metallo;2012-08-27;Borgo Panigale - Reno;CASTELDEBOLE;CASTELDEBOLE - PONTELUNGO;BUONO
44.50699683239427, 11.281206945624739;"{""coordinates"": [11.281206945624739, 44.50699683239427], ""type"": ""Point""}";Cestino in metallo;2012-08-27;Borgo Panigale - Reno;CASTELDEBOLE;CASTELDEBOLE - PONTELUNGO;BUONO
44.5059046606695, 11.281642945993706;"{""coordinates"": [11.281642945993706, 44.5059046606695], ""type"": ""Point""}";Panchina in legno e metallo;2012-08-27;Borgo Panigale - Reno;CASTELDEBOLE;CASTELDEBOLE - PONTELUNGO;BUONO
44.505955321380554, 11.281735859256445;"{""coordinates"": [11.281735859256445, 44.505955321380554], ""type"": ""Point""}";Panchina in legno e metallo;2012-08-27;Borgo Panigale - Reno;CASTELDEBOLE;CASTELDEBOLE - PONTELUNGO;BUONO
44.50699591206131, 11.281824330675757;"{""coordinates"": [11.281824330675757, 44.50699591206131], ""type"": ""Point""}";Tabelle (monitorie e indicative);2012-08-27;Borgo Panigale - Reno;CASTELDEBOLE;CASTELDEBOLE - PONTELUNGO;BUONO
44.480579708936084, 11.34392801777696;"{""coordinates"": [11.34392801777696, 44.480579708936084], ""type"": ""Point""}";Tabelle (monitorie e indicative);2012-09-19;Santo Stefano;SAN MICHELE IN BOSCO;OSSERVANZA - PADERNO;BUONO
44.482916275860404, 11.340800262665311;"{""coordinates"": [11.340800262665311, 44.482916275860404], ""type"": ""Point""}";Panchina in legno e metallo;2012-09-23;Santo Stefano;SAN MICHELE IN BOSCO;OSSERVANZA - PADERNO;BUONO
44.48246124650733, 11.340838128798895;"{""coordinates"": [11.340838128798895, 44.48246124650733], ""type"": ""Point""}";Panchina in legno e metallo;2012-09-23;Santo Stefano;SAN MICHELE IN BOSCO;OSSERVANZA - PADERNO;BUONO
44.48201390226184, 11.340619964892095;"{""coordinates"": [11.340619964892095, 44.48201390226184], ""type"": ""Point""}";Panchina in legno e metallo;2012-09-23;Santo Stefano;SAN MICHELE IN BOSCO;OSSERVANZA - PADERNO;BUONO
44.481600387959105, 11.343441660449479;"{""coordinates"": [11.343441660449479, 44.481600387959105], ""type"": ""Point""}";Panchina in legno e metallo;2012-09-19;Santo Stefano;SAN MICHELE IN BOSCO;OSSERVANZA - PADERNO;DISCRETO
44.4821487299734, 11.343378091101288;"{""coordinates"": [11.343378091101288, 44.4821487299734], ""type"": ""Point""}";Panchina in legno e metallo;2012-09-19;Santo Stefano;SAN MICHELE IN BOSCO;OSSERVANZA - PADERNO;BUONO
44.482664461968895, 11.343443806025277;"{""coordinates"": [11.343443806025277, 44.482664461968895], ""type"": ""Point""}";Panchina in legno e metallo;2012-09-19;Santo Stefano;SAN MICHELE IN BOSCO;OSSERVANZA - PADERNO;BUONO
44.48160618223842, 11.341240999383231;"{""coordinates"": [11.341240999383231, 44.48160618223842], ""type"": ""Point""}";Tabelle (monitorie e indicative);2012-09-26;Santo Stefano;SAN MICHELE IN BOSCO;OSSERVANZA - PADERNO;BUONO
44.48238977435373, 11.342670342490702;"{""coordinates"": [11.342670342490702, 44.48238977435373], ""type"": ""Point""}";Panchina in legno e metallo;2012-09-26;Santo Stefano;SAN MICHELE IN BOSCO;OSSERVANZA - PADERNO;BUONO
44.48310675718443, 11.341921141631937;"{""coordinates"": [11.341921141631937, 44.48310675718443], ""type"": ""Point""}";Panchina in legno e metallo;2012-09-26;Santo Stefano;SAN MICHELE IN BOSCO;OSSERVANZA - PADERNO;BUONO
44.48239960294372, 11.341765532054541;"{""coordinates"": [11.341765532054541, 44.48239960294372], ""type"": ""Point""}";Cestino in metallo;2012-10-01;Santo Stefano;SAN MICHELE IN BOSCO;OSSERVANZA - PADERNO;BUONO
44.533512517809946, 11.272113060692663;"{""coordinates"": [11.272113060692663, 44.533512517809946], ""type"": ""Point""}";Cestino in metallo;2012-09-15;Borgo Panigale - Reno;BARGELLINO;BIRRA - BARGELLINO - LAVINO;BUONO
44.53349344880778, 11.27213379862927;"{""coordinates"": [11.27213379862927, 44.53349344880778], ""type"": ""Point""}";Panchina in legno e metallo;2012-09-15;Borgo Panigale - Reno;BARGELLINO;BIRRA - BARGELLINO - LAVINO;BUONO
44.516682354439595, 11.279663949863327;"{""coordinates"": [11.279663949863327, 44.516682354439595], ""type"": ""Point""}";Cestino in metallo;2012-11-08;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;BUONO
44.516823532590735, 11.279758610007436;"{""coordinates"": [11.279758610007436, 44.516823532590735], ""type"": ""Point""}";Cestino in metallo;2012-11-08;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;BUONO
44.509617041435874, 11.359846880964778;"{""coordinates"": [11.359846880964778, 44.509617041435874], ""type"": ""Point""}";Panchina in legno e metallo;2012-11-08;San Donato - San Vitale;VIA DEL LAVORO;SAN DONATO VECCHIO;BUONO
44.50986499361885, 11.35994365260096;"{""coordinates"": [11.35994365260096, 44.50986499361885], ""type"": ""Point""}";Panchina in legno e metallo;2012-11-08;San Donato - San Vitale;VIA DEL LAVORO;SAN DONATO VECCHIO;BUONO
44.5097497146477, 11.358591129800901;"{""coordinates"": [11.358591129800901, 44.5097497146477], ""type"": ""Point""}";Cestino in metallo;2012-11-11;San Donato - San Vitale;VIA DEL LAVORO;SAN DONATO VECCHIO;BUONO
44.512178325717414, 11.388568548777627;"{""coordinates"": [11.388568548777627, 44.512178325717414], ""type"": ""Point""}";Cestino in metallo;2012-11-18;San Donato - San Vitale;PILASTRO;SAN DONATO NUOVO;BUONO
44.513360252508406, 11.399002687384481;"{""coordinates"": [11.399002687384481, 44.513360252508406], ""type"": ""Point""}";Panchina in legno e metallo;2012-11-18;San Donato - San Vitale;PILASTRO;SAN DONATO NUOVO;BUONO
