Geo Point;Geo Shape;Tipo di arredo;Data Aggiornamento;quartiere;area statistica;zona prossimita;Stato di conservazione
44.51323555339602, 11.39935854758913;"{""coordinates"": [11.39935854758913, 44.51323555339602], ""type"": ""Point""}";Panchina in legno e metallo;2012-11-18;San Donato - San Vitale;PILASTRO;SAN DONATO NUOVO;BUONO
44.495932112067756, 11.36621176583035;"{""coordinates"": [11.36621176583035, 44.495932112067756], ""type"": ""Point""}";Altro;2012-11-21;San Donato - San Vitale;CIRENAICA;CIRENAICA - MASSARENTI - SCANDELLARA;BUONO
44.49671752865674, 11.349899639492097;"{""coordinates"": [11.349899639492097, 44.49671752865674], ""type"": ""Point""}";Tabelle (monitorie e indicative);2012-11-29;Santo Stefano;IRNERIO-2;IRNERIO;BUONO
44.54767218620912, 11.36270593341759;"{""coordinates"": [11.36270593341759, 44.54767218620912], ""type"": ""Point""}";Panchina in legno e metallo;2012-12-04;Navile;SAN SAVINO;CORTICELLA - DOZZA;BUONO
44.48481702083369, 11.349774279833529;"{""coordinates"": [11.349774279833529, 44.48481702083369], ""type"": ""Point""}";Tabelle (monitorie e indicative);2004-12-08;Santo Stefano;GIARDINI MARGHERITA;MURRI;BUONO
44.48094845851743, 11.352806262357742;"{""coordinates"": [11.352806262357742, 44.48094845851743], ""type"": ""Point""}";Tabelle (monitorie e indicative);2012-12-05;Santo Stefano;GIARDINI MARGHERITA;MURRI;BUONO
44.48458692878442, 11.353820451520331;"{""coordinates"": [11.353820451520331, 44.48458692878442], ""type"": ""Point""}";Tabelle (monitorie e indicative);2012-12-05;Santo Stefano;GIARDINI MARGHERITA;MURRI;BUONO
44.483012626081106, 11.38250245247571;"{""coordinates"": [11.38250245247571, 44.483012626081106], ""type"": ""Point""}";Tabelle (monitorie e indicative);2013-01-14;Savena;PONTEVECCHIO;PONTEVECCHIO - MAZZINI;BUONO
44.51020522624691, 11.37282052477405;"{""coordinates"": [11.37282052477405, 44.51020522624691], ""type"": ""Point""}";Panchina in legno e metallo;2007-06-24;San Donato - San Vitale;FIERA;SAN DONATO VECCHIO;SCADENTE
44.485401508789145, 11.375112469212494;"{""coordinates"": [11.375112469212494, 44.485401508789145], ""type"": ""Point""}";Panchina in legno e metallo;2021-08-11;San Donato - San Vitale;MENGOLI;CIRENAICA - MASSARENTI - SCANDELLARA;BUONO
44.48566290167105, 11.375394227680136;"{""coordinates"": [11.375394227680136, 44.48566290167105], ""type"": ""Point""}";Panchina in legno e metallo;2013-02-04;San Donato - San Vitale;MENGOLI;CIRENAICA - MASSARENTI - SCANDELLARA;BUONO
44.48552183058559, 11.375319499754456;"{""coordinates"": [11.375319499754456, 44.48552183058559], ""type"": ""Point""}";Panchina in legno e metallo;2021-08-11;San Donato - San Vitale;MENGOLI;CIRENAICA - MASSARENTI - SCANDELLARA;BUONO
44.48604657711897, 11.374857287344025;"{""coordinates"": [11.374857287344025, 44.48604657711897], ""type"": ""Point""}";Cestino in metallo;2013-02-04;San Donato - San Vitale;MENGOLI;CIRENAICA - MASSARENTI - SCANDELLARA;BUONO
44.48611541540464, 11.374867041235968;"{""coordinates"": [11.374867041235968, 44.48611541540464], ""type"": ""Point""}";Tabelle (monitorie e indicative);2013-02-04;San Donato - San Vitale;MENGOLI;CIRENAICA - MASSARENTI - SCANDELLARA;BUONO
44.47506525983299, 11.375795935539395;"{""coordinates"": [11.375795935539395, 44.47506525983299], ""type"": ""Point""}";Panchina in legno e metallo;2013-02-05;Santo Stefano;CHIESANUOVA;MURRI;BUONO
44.475066354910886, 11.375623217164058;"{""coordinates"": [11.375623217164058, 44.475066354910886], ""type"": ""Point""}";Panchina in legno e metallo;2013-02-05;Santo Stefano;CHIESANUOVA;MURRI;BUONO
44.509233601582466, 11.285538791624854;"{""coordinates"": [11.285538791624854, 44.509233601582466], ""type"": ""Point""}";Cestino in metallo;2013-03-26;Borgo Panigale - Reno;TRIUMVIRATO-PIETRA;CASTELDEBOLE - PONTELUNGO;BUONO
44.4776833037945, 11.396224262983145;"{""coordinates"": [11.396224262983145, 44.4776833037945], ""type"": ""Point""}";Cestino in metallo;2013-04-14;Savena;DUE MADONNE;FOSSOLO - DUE MADONNE;BUONO
44.47471049954629, 11.377563709537508;"{""coordinates"": [11.377563709537508, 44.47471049954629], ""type"": ""Point""}";Tabelle (monitorie e indicative);2013-05-12;Savena;CAVEDONE;PONTEVECCHIO - MAZZINI;BUONO
44.47189352045577, 11.379683346389292;"{""coordinates"": [11.379683346389292, 44.47189352045577], ""type"": ""Point""}";Tabelle (monitorie e indicative);2013-05-16;Savena;CAVEDONE;PONTEVECCHIO - MAZZINI;DISCRETO
44.51405584144324, 11.334153458627153;"{""coordinates"": [11.334153458627153, 44.51405584144324], ""type"": ""Point""}";Panchina in legno e metallo;2013-05-28;Navile;EX MERCATO ORTOFRUTTICOLO;BOLOGNINA;BUONO
44.51047606642623, 11.33057273407169;"{""coordinates"": [11.33057273407169, 44.51047606642623], ""type"": ""Point""}";Tabelle (monitorie e indicative);2013-05-28;Navile;BEVERARA;BEVERARA;BUONO
44.51033428910458, 11.330751595755883;"{""coordinates"": [11.330751595755883, 44.51033428910458], ""type"": ""Point""}";Panchine di altro tipo;2013-05-28;Navile;BEVERARA;BEVERARA;BUONO
44.51048758428918, 11.33080454587007;"{""coordinates"": [11.33080454587007, 44.51048758428918], ""type"": ""Point""}";Panchina in legno e metallo;2013-05-28;Navile;BEVERARA;BEVERARA;BUONO
44.51032601460293, 11.330699010889907;"{""coordinates"": [11.330699010889907, 44.51032601460293], ""type"": ""Point""}";Cestino in metallo;2013-05-28;Navile;BEVERARA;BEVERARA;BUONO
44.51003156536317, 11.331156257590449;"{""coordinates"": [11.331156257590449, 44.51003156536317], ""type"": ""Point""}";Panchina in legno e metallo;2013-05-28;Navile;BEVERARA;BEVERARA;BUONO
44.51002961486533, 11.33106865319157;"{""coordinates"": [11.33106865319157, 44.51002961486533], ""type"": ""Point""}";Panchina in legno e metallo;2013-05-28;Navile;BEVERARA;BEVERARA;BUONO
44.51000026110941, 11.331132801061385;"{""coordinates"": [11.331132801061385, 44.51000026110941], ""type"": ""Point""}";Tabelle (monitorie e indicative);2013-05-28;Navile;BEVERARA;BEVERARA;BUONO
44.509857277894426, 11.33131390951744;"{""coordinates"": [11.33131390951744, 44.509857277894426], ""type"": ""Point""}";Panchina in legno e metallo;2013-05-28;Navile;BEVERARA;BEVERARA;BUONO
44.509835774934444, 11.331588694628799;"{""coordinates"": [11.331588694628799, 44.509835774934444], ""type"": ""Point""}";Tabelle (monitorie e indicative);2013-05-28;Navile;BEVERARA;BEVERARA;BUONO
44.46894855812273, 11.369480296636578;"{""coordinates"": [11.369480296636578, 44.46894855812273], ""type"": ""Point""}";Cestino in metallo;2013-07-01;Savena;MONTE DONATO;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;BUONO
44.46552881722702, 11.373608882623877;"{""coordinates"": [11.373608882623877, 44.46552881722702], ""type"": ""Point""}";Cestino in metallo;2013-07-11;Savena;VIA TOSCANA;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;BUONO
44.470098262364424, 11.395566991869778;"{""coordinates"": [11.395566991869778, 44.470098262364424], ""type"": ""Point""}";Panchina in legno e metallo;2013-07-11;Savena;VIA ARNO;PONTEVECCHIO - MAZZINI;BUONO
44.46836145359888, 11.3803793422701;"{""coordinates"": [11.3803793422701, 44.46836145359888], ""type"": ""Point""}";Cestino in metallo;2013-07-15;Savena;CORELLI;LUNGO SAVENA;DISCRETO
44.46870312238875, 11.379730336987269;"{""coordinates"": [11.379730336987269, 44.46870312238875], ""type"": ""Point""}";Cestino in metallo;2013-07-15;Savena;CORELLI;LUNGO SAVENA;BUONO
44.46912770866712, 11.379918784393857;"{""coordinates"": [11.379918784393857, 44.46912770866712], ""type"": ""Point""}";Panchina in legno e metallo;2013-07-15;Savena;CORELLI;LUNGO SAVENA;BUONO
44.469341864680935, 11.379235363514038;"{""coordinates"": [11.379235363514038, 44.469341864680935], ""type"": ""Point""}";Cancellata, ringhiera;2013-07-15;Savena;CORELLI;LUNGO SAVENA;BUONO
44.46491728486387, 11.376031312306587;"{""coordinates"": [11.376031312306587, 44.46491728486387], ""type"": ""Point""}";Tabelle (monitorie e indicative);2013-07-15;Savena;CORELLI;LUNGO SAVENA;BUONO
44.51898904405184, 11.273352696975639;"{""coordinates"": [11.273352696975639, 44.51898904405184], ""type"": ""Point""}";Dissuasore;2013-08-01;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;BUONO
44.50732586686564, 11.278220824905354;"{""coordinates"": [11.278220824905354, 44.50732586686564], ""type"": ""Point""}";Panchina più tavolo;2013-08-04;Borgo Panigale - Reno;CASTELDEBOLE;CASTELDEBOLE - PONTELUNGO;DISCRETO
44.52766911307851, 11.36007426954049;"{""coordinates"": [11.36007426954049, 44.52766911307851], ""type"": ""Point""}";Cestino in metallo;2013-09-02;Navile;LA DOZZA;CORTICELLA - DOZZA;BUONO
44.52773663081694, 11.359857403488327;"{""coordinates"": [11.359857403488327, 44.52773663081694], ""type"": ""Point""}";Cestino in metallo;2013-09-02;Navile;LA DOZZA;CORTICELLA - DOZZA;BUONO
44.48088164110394, 11.3385702337221;"{""coordinates"": [11.3385702337221, 44.48088164110394], ""type"": ""Point""}";Cestino in metallo;2013-09-02;Santo Stefano;SAN MICHELE IN BOSCO;OSSERVANZA - PADERNO;BUONO
44.46547140801588, 11.384258483821599;"{""coordinates"": [11.384258483821599, 44.46547140801588], ""type"": ""Point""}";Cestino in metallo;2013-09-23;Savena;CORELLI;LUNGO SAVENA;DISCRETO
44.46588954283783, 11.388728942611932;"{""coordinates"": [11.388728942611932, 44.46588954283783], ""type"": ""Point""}";Bacheche informative;2013-09-23;Savena;VIA ARNO;PONTEVECCHIO - MAZZINI;BUONO
44.466148269185545, 11.387000958265022;"{""coordinates"": [11.387000958265022, 44.466148269185545], ""type"": ""Point""}";Bacheche informative;2013-09-23;Savena;VIA ARNO;PONTEVECCHIO - MAZZINI;BUONO
44.51451305251544, 11.27739898918148;"{""coordinates"": [11.27739898918148, 44.51451305251544], ""type"": ""Point""}";Panchina in legno e metallo;2013-10-01;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;BUONO
44.51452977109789, 11.277400873106016;"{""coordinates"": [11.277400873106016, 44.51452977109789], ""type"": ""Point""}";Panchina in legno e metallo;2013-10-01;Borgo Panigale - Reno;BORGO CENTRO;BORGO PANIGALE;BUONO
44.44968140016126, 11.357483773453414;"{""coordinates"": [11.357483773453414, 44.44968140016126], ""type"": ""Point""}";Cestino in metallo;2013-10-17;Savena;MONTE DONATO;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;DISCRETO
44.449117411642085, 11.35710102915086;"{""coordinates"": [11.35710102915086, 44.449117411642085], ""type"": ""Point""}";Altro;2013-10-17;Savena;MONTE DONATO;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;DISCRETO
44.50206850313269, 11.302210763174461;"{""coordinates"": [11.302210763174461, 44.50206850313269], ""type"": ""Point""}";Panchina in legno e metallo;2013-10-28;Borgo Panigale - Reno;EMILIA PONENTE;SANTA VIOLA;BUONO
44.50210487847194, 11.302356559332075;"{""coordinates"": [11.302356559332075, 44.50210487847194], ""type"": ""Point""}";Panchina in legno e metallo;2013-10-28;Borgo Panigale - Reno;EMILIA PONENTE;SANTA VIOLA;BUONO
44.50261881402251, 11.302487942818459;"{""coordinates"": [11.302487942818459, 44.50261881402251], ""type"": ""Point""}";Dissuasore;2013-10-28;Borgo Panigale - Reno;EMILIA PONENTE;SANTA VIOLA;BUONO
44.50252968209591, 11.302419277317407;"{""coordinates"": [11.302419277317407, 44.50252968209591], ""type"": ""Point""}";Dissuasore;2013-10-28;Borgo Panigale - Reno;EMILIA PONENTE;SANTA VIOLA;BUONO
44.50176873131865, 11.302250063447971;"{""coordinates"": [11.302250063447971, 44.50176873131865], ""type"": ""Point""}";Dissuasore;2013-10-28;Borgo Panigale - Reno;EMILIA PONENTE;SANTA VIOLA;DISCRETO
44.49028298473031, 11.301071408772469;"{""coordinates"": [11.301071408772469, 44.49028298473031], ""type"": ""Point""}";Tabelle (monitorie e indicative);2013-10-30;Porto - Saragozza;STADIO-MELONCELLO;SARAGOZZA - SAN LUCA;BUONO
44.50258585021484, 11.303008304080716;"{""coordinates"": [11.303008304080716, 44.50258585021484], ""type"": ""Point""}";Cancellata, ringhiera;2013-11-28;Borgo Panigale - Reno;EMILIA PONENTE;SANTA VIOLA;BUONO
44.532064500398185, 11.35730377469643;"{""coordinates"": [11.35730377469643, 44.532064500398185], ""type"": ""Point""}";Tabelle (monitorie e indicative);2013-11-12;Navile;CROCE COPERTA;CORTICELLA - DOZZA;BUONO
44.51274245877585, 11.35092636106137;"{""coordinates"": [11.35092636106137, 44.51274245877585], ""type"": ""Point""}";Panchina più tavolo;2013-11-24;Navile;VIA FERRARESE;BOLOGNINA;BUONO
